Sales document,Sold-To Party,Material Description,Sales Document Type,Delivery Date,Document Date,Overall Status Item Description,Order Quantity (Item),Confirmed Quantity (Item),Material,Plant,Batch,Net Price
2300080549,121090889,AF25129M-Loc gio cap 1,ZKE,1/20/2022,3/17/2022,Completed,1,1,600002384,VN49,,"1,344,000"
2300080549,121090889,FS19596-Loc nhien lieu cap 3,ZKE,1/20/2022,3/17/2022,Completed,2,2,600029501,VN49,,"883,000"
2300080549,121090889,875714-Nhot dong co Cummins 15W40-CI4,ZKE,1/20/2022,3/17/2022,Completed,4,4,600083278,VN49,,"1,637,000"
2300080549,121090889,FS20000-Loc nhien lieu cap 2,ZKE,1/20/2022,3/17/2022,Completed,2,2,600009310,VN49,,"1,186,000"
2300080549,121090889,CC2638-Dung dich suc rua ket lam mat,ZKE,1/20/2022,3/17/2022,Completed,2,2,600029974,VN49,,"930,000"
2300080545,121076555,"3934047-Pin, piston",ZTEC,3/31/2022,3/16/2022,Completed,12,12,600001955,VN49,,"825,000"
2300080543,121152037,Material sales text,ZTEC,6/21/2022,3/16/2022,Completed,1,1,600088324,VN49,,"3,043,000"
2300080543,121152037,Material sales text,ZTEC,6/21/2022,3/16/2022,Completed,1,1,600087930,VN49,,"3,496,000"
2300080537,121153963,FF5612 - Bo loc nhien lieu cap 3,ZTEC,7/29/2022,3/16/2022,Completed,10,10,600018213,VNT0,,"324,000"
2300080537,121153963,AF25437-Loc ben ngoai bo loc khi,ZTEC,7/29/2022,3/16/2022,Completed,4,4,600002412,VNT0,,"1,787,000"
2300080537,121153963,AF25523-Loc ben trong bo loc khi,ZTEC,7/29/2022,3/16/2022,Completed,4,4,600002419,VNT0,,"835,000"
2300080536,121092018,3804935-loi lam mat dau (ma cu 3201785),ZTEC,5/12/2022,3/16/2022,Completed,2,2,600001615,VNT0,,"5,777,000"
2300080533,121133149,0541-1522 - SERVICE KIT WATER PUMP,ZKB,5/12/2022,3/15/2022,Completed,1,1,600110525,VN49,,0
2300080532,121133149,0212-1303 - BLOCK ASSY-BRUSH,ZKB,4/18/2022,3/15/2022,Completed,1,1,600110524,VN49,,0
2300080531,121112084,"4932520 - TUBE,OIL GAUGE",ZKB,4/28/2022,3/15/2022,Completed,5,5,600110521,VNT0,,0
2300080531,121112084,"4932520 - TUBE,OIL GAUGE",ZKB,4/28/2022,3/15/2022,Completed,1,1,600110521,VNT0,,0
2300080530,121020293,IL4AMF25BAA-ComAp InteliLite 4 AMF 25,ZKB,3/17/2022,3/15/2022,Completed,1,1,600085870,VN49,,0
2300080530,121020293,2873A102 - STARTER MOTOR,ZKB,3/17/2022,3/15/2022,Completed,1,1,600084903,VN49,,0
2300080525,121144163,WF2075-Water filter,ZKB,3/24/2022,3/15/2022,Completed,2,2,600003098,VNT0,,0
2300080525,121144163,FS1006-Fulwtrsep,ZKB,3/24/2022,3/15/2022,Completed,3,3,600002731,VNT0,,0
2300080525,121144163,LF9050- LUBE FILTER( # LF9024),ZKB,3/25/2022,3/15/2022,Completed,4,4,600020051,VNT0,,0
2300080525,121144163,DCA65L-Coolant Water,ZKB,3/24/2022,3/15/2022,Completed,18,18,600002627,VNT0,,0
2300080525,121144163,880966-Blue7600 15W40API CH-4 18L PL,ZKB,3/24/2022,3/15/2022,Completed,22,22,600085241,VNT0,,0
2300080524,121076555,4891178-Bac lot,ZTEC,3/15/2022,3/15/2022,Completed,11,11,600002192,VN49,,"349,000"
2300080519,121145174,4956090- bo gioang tren duoi,ZTEC,3/14/2022,3/14/2022,Completed,1,1,600068980,VN49,,"19,775,000"
2300080519,121145174,4376119-bom nuoc ngot,ZTEC,3/14/2022,3/14/2022,Completed,7,7,600083239,VN49,,"22,887,000"
2300080515,121020633,"205976 - RING,RETAINING",ZKB,3/11/2022,3/11/2022,Completed,1,1,600097059,VN49,,0
2300080515,121020633,3028291-Seal O Ring,ZKB,3/11/2022,3/11/2022,Completed,1,1,600000695,VN49,,0
2300080515,121020633,"3002956 - TUBE,WATER TRANSFER",ZKB,3/11/2022,3/11/2022,Completed,1,1,600107927,VN49,,0
2300080515,121020633,3642036- ONG DAN,ZKB,3/11/2022,3/11/2022,Completed,1,1,600070413,VN49,,0
2300080515,121020633,"4917451-GASKET, VALVE COVER",ZKB,3/11/2022,3/11/2022,Completed,2,2,600084917,VN49,,0
2300080515,121020633,3028291-Seal O Ring,ZKB,3/11/2022,3/11/2022,Completed,28,28,600000695,VN49,,0
2300080515,121020633,3028291-Seal O Ring,ZKB,3/11/2022,3/11/2022,Completed,3,3,600000695,VN49,,0
2300080515,121020633,"3630575 - TUBE,WATER TRANSFER",ZKB,3/11/2022,3/11/2022,Completed,2,2,600107928,VN49,,0
2300080515,121020633,"4917451-GASKET, VALVE COVER",ZKB,3/11/2022,3/11/2022,Completed,10,10,600084917,VN49,,0
2300080515,121020633,"206709 - TUBE,WATER TRANSFER",ZKB,3/11/2022,3/11/2022,Completed,12,12,600097120,VN49,,0
2300080515,121020633,"5373849 - GASKET,RKR LEVER HOUSING",ZKB,3/11/2022,3/11/2022,Completed,16,16,600104346,VN49,,0
2300080515,121020633,"4917451-GASKET, VALVE COVER",ZKB,3/11/2022,3/11/2022,Completed,4,4,600084917,VN49,,0
2300080515,121020633,"4916742-SEAL,O RING",ZKB,3/11/2022,3/11/2022,Completed,16,16,600090936,VN49,,0
2300080515,121020633,"4916741-SEAL,O RING",ZKB,3/11/2022,3/11/2022,Completed,16,16,600090937,VN49,,0
2300080515,121020633,"3102651-SCREW, HEX FLANGE HEAD",ZKB,3/11/2022,3/11/2022,Completed,16,16,600027119,VN49,,0
2300080515,121020633,"4917500-ISOLATOR,VIBRATION",ZKB,3/11/2022,3/11/2022,Completed,16,16,600090935,VN49,,0
2300080515,121020633,"4918072-SEAL, INJECTOR",ZKB,3/11/2022,3/11/2022,Completed,16,16,600084918,VN49,,0
2300080515,121020633,"4066112-SEAL,O RING",ZKB,3/11/2022,3/11/2022,Completed,8,8,600087088,VN49,,0
2300080512,121047213,5473238 -Bom nuoc,ZTEC,1/31/2023,3/11/2022,Completed,17,17,600093796,VN49,,"1,719,000"
2300080512,121047213,3687223-Ong cao su,ZTEC,1/30/2023,3/11/2022,Completed,5,5,600110716,VN49,,"1,437,000"
2300080508,121076555,Nhot Cummins 15W40 API CI-4/SL (18 lit),ZTEC,3/11/2022,3/11/2022,Completed,14,14,600083278,VN49,,"1,227,273"
2300080506,121045715,LF3000-Lube filter,ZKB,3/11/2022,3/11/2022,Completed,1,1,600002909,VN49,,0
2300080504,121067833,VTA28 40C - RADIATOR,ZKB,3/11/2022,3/11/2022,Completed,1,1,600110422,VN49,,0
2300080504,121067833,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,3/11/2022,3/11/2022,Completed,6,6,600074824,VN49,,0
2300080500,121079675,A048G602 - sac ac quy,ZTEC,6/8/2022,3/10/2022,Completed,1,1,600079193,VNT0,,"19,329,000"
2300080495,121144502,To may phat dien hieu Cummins Power,ZTEC,3/9/2022,3/9/2022,Completed,1,1,600066835,VN49,1190253,"4,050,000,000"
2300080494,121132659,3076125-Barrel & plunger,ZKB,9/8/2022,3/9/2022,Open,12,0,600000920,VN49,,0
2300080494,121132659,"3077716-Cup, Injector",ZKB,9/8/2022,3/9/2022,Open,12,0,600000939,VN49,,0
2300080494,121132659,"207244-Seal, injector",ZKB,9/8/2022,3/9/2022,Open,12,0,600000451,VN49,,0
2300080494,121132659,"3804700-Kit, STC tappet",ZKB,9/8/2022,3/9/2022,Open,12,0,600001607,VN49,,0
2300080494,121132659,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,9/8/2022,3/9/2022,Open,6,0,600074824,VN49,,0
2300080494,121132659,3074225-Barrel & Plunger,ZKB,9/8/2022,3/9/2022,Open,2,0,600000911,VN49,,0
2300080494,121132659,"4920076- GASKET, ROCKER LEVER",ZKB,9/8/2022,3/9/2022,Open,12,0,600020840,VN49,,0
2300080494,121132659,212601-Shaft Fuel Pump Drive,ZKB,9/8/2022,3/9/2022,Open,2,0,600000459,VN49,,0
2300080494,121132659,"3803615-Kit, seal",ZKB,9/8/2022,3/9/2022,Open,2,0,600001564,VN49,,0
2300080494,121132659,"3040767- PLUNGER,GOVERNOR",ZKB,9/8/2022,3/9/2022,Open,2,0,600066393,VN49,,0
2300080494,121132659,"3010242-Set, fuel pump gasket",ZKB,9/8/2022,3/9/2022,Open,2,0,600000593,VN49,,0
2300080494,121132659,"212355-  PLUNGER,GOVERNOR",ZKB,9/8/2022,3/9/2022,Open,2,0,600066394,VN49,,0
2300080494,121132659,"3077526-BARREL,AIR FUEL CONTROL",ZKB,9/8/2022,3/9/2022,Open,2,0,600044834,VN49,,0
2300080494,121132659,"193736-Seal, injector o ring",ZKB,9/8/2022,3/9/2022,Open,36,0,600000404,VN49,,0
2300080494,121132659,146483-Screen filter,ZKB,9/8/2022,3/9/2022,Open,2,0,600000311,VN49,,0
2300080494,121132659,"3803257-Kit, tur repair",ZKB,9/8/2022,3/9/2022,Open,2,0,600001537,VN49,,0
2300080494,121132659,AF872-Air filter,ZKB,9/8/2022,3/9/2022,Open,2,0,600002566,VN49,,0
2300080494,121132659,"S16052 - Bearing, Ball",ZKB,9/8/2022,3/9/2022,Open,2,0,600002261,VN49,,0
2300080494,121132659,WF2076-Water Filter,ZKB,9/8/2022,3/9/2022,Open,2,0,600003099,VN49,,0
2300080494,121132659,"5412987-BELT,V RIBBED",ZKB,9/8/2022,3/9/2022,Open,2,0,600087651,VN49,,0
2300080494,121132659,FS1009-Fulwtrsep,ZKB,9/8/2022,3/9/2022,Open,4,0,600002733,VN49,,0
2300080494,121132659,LF14000NN-OIL FILTER COMBO SPINON,ZKB,9/8/2022,3/9/2022,Open,4,0,600081260,VN49,,0
2300080494,121132659,3013811-Diaphragm,ZKB,9/8/2022,3/9/2022,Open,2,0,600000615,VN49,,0
2300080493,121047213,4307411NX - Van dieu tiet dau,ZTEC,3/9/2022,3/9/2022,Completed,1,1,600092073,VN49,,"7,219,000"
2300080493,121047213,2881766 - Bo roang tren,ZTEC,3/9/2022,3/9/2022,Completed,2,2,600107231,VN49,,"14,686,000"
2300080492,121112084,"4309175RX- ECM , CM570 A30",ZKB,4/5/2022,3/9/2022,Completed,1,1,600068019,VN49,,0
2300080489,121020296,FS1006-Fulwtrsep,ZKB,3/10/2022,3/8/2022,Completed,2,2,600002731,VN49,,0
2300080489,121020296,WF2075-Water filter,ZKB,3/10/2022,3/8/2022,Completed,2,2,600003098,VN49,,0
2300080489,121020296,LF777-Lube filter,ZKB,3/10/2022,3/8/2022,Completed,2,2,600003076,VN49,,0
2300080489,121020296,AH1135-Airhousing,ZKB,3/10/2022,3/8/2022,Completed,2,2,600002592,VN49,,0
2300080489,121020296,LF670-Lube filter,ZKB,3/10/2022,3/8/2022,Completed,4,4,600003055,VN49,,0
2300080489,121020296,DCA65L-Coolant Water,ZKB,3/10/2022,3/8/2022,Completed,9,9,600002627,VN49,,0
2300080489,121020296,880966-Blue7600 15W40API CH-4 18L PL,ZKB,3/10/2022,3/8/2022,Completed,9,9,600085241,VN49,,0
2300080487,121020472,A055G562-cam bien muc nuoc,ZTEC,3/21/2022,3/8/2022,Completed,1,1,600088324,VN49,,"2,236,000"
2300080478,121052801,FF2203-Fuel filter,ZKB,5/6/2022,3/8/2022,Completed,1,1,600002649,VN49,,0
2300080478,121052801,WF2075-Water filter,ZKB,5/6/2022,3/8/2022,Completed,2,2,600003098,VN49,,0
2300080478,121052801,AH1135-Airhousing,ZKB,5/6/2022,3/8/2022,Completed,2,2,600002592,VN49,,0
2300080478,121052801,LF14000NN-OIL FILTER COMBO SPINON,ZKB,5/6/2022,3/8/2022,Completed,4,4,600081260,VN49,,0
2300080478,121052801,880966-Blue7600 15W40API CH-4 18L PL,ZKB,5/6/2022,3/8/2022,Completed,9,9,600085241,VN49,,0
2300080478,121052801,FS1006-Fulwtrsep,ZKB,5/6/2022,3/8/2022,Completed,1,1,600002731,VN49,,0
2300080478,121052801,DCA65L-Coolant Water,ZKB,5/6/2022,3/8/2022,Completed,10,10,600002627,VN49,,0
2300080471,121090889,AF25130M-Air filter,ZKB,3/11/2022,3/7/2022,Completed,2,2,600002385,VN49,,0
2300080471,121090889,AF25129M-Airfilter element,ZKB,3/11/2022,3/7/2022,Completed,2,2,600002384,VN49,,0
2300080471,121090889,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,3/11/2022,3/7/2022,Completed,4,4,600074824,VN49,,0
2300080471,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,3/11/2022,3/7/2022,Completed,10,10,600083278,VN49,,0
2300080471,121090889,FF5580 - FUELFILTER,ZKB,3/11/2022,3/7/2022,Completed,5,5,600014139,VN49,,0
2300080471,121090889,FS19596-FUEL SEP FILTER,ZKB,3/11/2022,3/7/2022,Completed,5,5,600029501,VN49,,0
2300080471,121090889,FS20000-FUEL WTR SEP,ZKB,3/11/2022,3/7/2022,Completed,5,5,600009310,VN49,,0
2300080471,121090889,WF2074-Water filter,ZKB,3/11/2022,3/7/2022,Completed,5,5,600003097,VN49,,0
2300080471,121090889,CC2638-RESTORE PLUS,ZKB,3/11/2022,3/7/2022,Completed,2,2,600029974,VN49,,0
2300080471,121090889,LF9009-Lube filter,ZKB,3/11/2022,3/7/2022,Completed,5,5,600003081,VN49,,0
2300080470,121134398,RSK-6001-Bo di ot chinh luu,ZTEC,5/24/2022,3/7/2022,Completed,1,1,600052758,VN49,,"6,741,000"
2300080470,121134398,E000-23412/1P- Bo dieu ap,ZTEC,5/24/2022,3/7/2022,Completed,2,2,600070883,VN49,,"9,310,000"
2300080466,121112084,"4337616-Gasket, oil pan",ZKB,5/12/2022,3/4/2022,Completed,1,1,600080650,VN49,,0
2300080465,121106621,WF2076-Water Filter,ZKB,3/21/2022,3/4/2022,Completed,1,1,600003099,VNT0,,0
2300080465,121106621,FS1006-Fulwtrsep,ZKB,3/21/2022,3/4/2022,Completed,2,2,600002731,VNT0,,0
2300080465,121106621,LF9325-Lubefilter,ZKB,3/21/2022,3/4/2022,Completed,2,2,600003085,VNT0,,0
2300080465,121106621,880966-Blue7600 15W40API CH-4 18L PL,ZKB,3/21/2022,3/4/2022,Completed,8,8,600085241,VNT0,,0
2300080463,121134398,3075381- Bo dem nhot,ZTEC,7/28/2022,3/4/2022,Completed,360,360,600000918,VN49,,"476,000"
2300080463,121134398,135675-van hang nhiet,ZTEC,3/7/2022,3/4/2022,Completed,50,50,600000299,VN49,,"552,000"
2300080463,121134398,3642505- Con lan bec,ZTEC,7/28/2022,3/4/2022,Completed,36,36,600044586,VN49,,"409,000"
2300080461,121076555,875714-Nhot Cummins 15W40 API CI-4/SL,ZTEC,3/3/2022,3/3/2022,Completed,9,9,600083278,VN49,,"1,227,273"
2300080460,121020361,4383933-cam bien muc nuoc lam mat dong,ZTEC,3/3/2022,3/3/2022,Completed,1,1,600091385,VN49,,"5,935,000"
2300080459,121047213,"875713-Nhot Cummins 15W40-CI4, 200L",ZTEC,3/7/2022,3/3/2022,Completed,2,2,600082823,VN49,,"12,972,727"
2300080452,121127578,4025270-Phot dau,ZTEC,3/2/2022,3/2/2022,Completed,2,2,600002108,VN49,,"728,000"
2300080452,121127578,5259499-Phot duoi,ZTEC,3/4/2022,3/2/2022,Completed,2,2,600052390,VN49,,"603,000"
2300080452,121127578,3912473-Roang lam kin,ZTEC,3/4/2022,3/2/2022,Completed,2,2,600001822,VN49,,"116,000"
2300080451,121127578,E000-23412/1P- Bo mach dieu ap,ZTEC,3/4/2022,3/2/2022,Completed,1,1,600070883,VN49,,"8,758,000"
2300080450,121020219,3945917-bo bac chinh dong co,ZTEC,5/18/2022,3/2/2022,Completed,1,1,600002017,VNT0,,"3,877,000"
2300080450,121020219,Material sales text,ZTEC,5/18/2022,3/2/2022,Completed,1,1,600096270,VNT0,,"815,000"
2300080450,121020219,4309095-piston dong co,ZTEC,5/18/2022,3/2/2022,Completed,6,6,600046022,VNT0,,"7,656,000"
2300080450,121020219,3950661-bac bien,ZTEC,5/18/2022,3/2/2022,Completed,12,12,600002023,VNT0,,"286,000"
2300080450,121020219,5404408-xi lanh dong co (ma cu: 3800328),ZTEC,5/18/2022,3/2/2022,Completed,6,6,600089678,VNT0,,"4,448,000"
2300080449,121065683,880966-Dau nhon 15W40-CH4 Cummins,ZTEC,3/3/2022,3/2/2022,Completed,100,100,600085241,VN49,,"1,118,182"
2300080448,121065683,880966-Dau nhon 15W40-CH4 Cummins,ZTEC,3/3/2022,3/2/2022,Completed,240,240,600085241,VN49,,"1,118,182"
2300080447,121065683,880966-Dau nhon 15W40-CH4 Cummins,ZTEC,3/3/2022,3/2/2022,Completed,65,65,600085241,VN49,,"1,118,182"
2300080446,121065683,880966-Dau nhon 15W40-CH4 Cummins,ZTEC,3/3/2022,3/2/2022,Completed,435,435,600085241,VN49,,"1,118,182"
2300080445,121093521,300-4721-16 -EPROM KIT PCC,ZKB,3/2/2022,3/2/2022,Completed,1,1,600045502,VN49,,0
2300080444,121134398,3007525-xy lanh,ZTEC,3/2/2022,3/2/2022,Completed,76,76,600000579,VN49,,"2,761,000"
2300080443,121047213,3964987-Bo ruot bom nuoc bien,ZTEC,1/31/2023,3/2/2022,Completed,3,3,600016136,VN49,,"3,915,000"
2300080443,121047213,3603868RX- mo to de,ZTEC,6/13/2022,3/2/2022,Completed,1,1,600020903,VN49,,"17,885,000"
2300080439,121019904,4903472- TY DAY DAU,ZKB,3/25/2022,3/1/2022,Completed,6,6,600073780,VNT0,,0
2300080439,121019904,"3803977-Set, piston ring",ZKB,3/25/2022,3/1/2022,Completed,6,6,600001583,VNT0,,0
2300080438,121050411,3050692-ro le de,ZTEC,3/1/2022,3/1/2022,Completed,1,1,600000793,VN49,,"3,571,000"
2300080438,121050411,4024809-van nhien lieu,ZTEC,3/1/2022,3/1/2022,Completed,1,1,600002088,VN49,,"1,683,000"
2300080437,121138847,888422 -Nhot Cummins 20W50-CI4,ZTEC,3/1/2022,3/1/2022,Completed,200,200,600095486,VN49,,"1,136,364"
2300080436,121138847,888422 -Nhot Cummins 20W50-CI4,ZTEC,3/1/2022,3/1/2022,Completed,200,200,600095486,VN49,,"1,136,364"
2300080435,121138847,888422 -Nhot Cummins 20W50-CI4,ZTEC,3/1/2022,3/1/2022,Completed,440,440,600095486,VN49,,"1,136,364"
2300080434,121045715,0300-5685-01 - DISPLAY-CONTROL (MEMB),ZKB,6/9/2022,3/1/2022,Completed,1,1,600079991,VN49,,0
2300080434,121045715,300-5181 - PCB ASSY - SWITCH PANE,ZKB,6/9/2022,3/1/2022,Completed,1,1,600010489,VN49,,0
2300080434,121045715,300-4608-01 - DOOR-REPLACEMENT,ZKB,6/9/2022,3/1/2022,Completed,1,1,600003799,VN49,,0
2300080434,121045715,FS1006-Fulwtrsep,ZKB,5/6/2022,3/1/2022,Completed,1,1,600002731,VN49,,0
2300080434,121045715,FF2203-Fuel filter,ZKB,5/6/2022,3/1/2022,Completed,1,1,600002649,VN49,,0
2300080434,121045715,WF2075-Water filter,ZKB,5/6/2022,3/1/2022,Completed,2,2,600003098,VN49,,0
2300080434,121045715,AH1135-Airhousing,ZKB,5/6/2022,3/1/2022,Completed,2,2,600002592,VN49,,0
2300080434,121045715,FS1006-Fulwtrsep,ZKB,5/6/2022,3/1/2022,Completed,3,3,600002731,VN49,,0
2300080434,121045715,AF25708M- Airfilter,ZKB,5/6/2022,3/1/2022,Completed,4,4,600002438,VN49,,0
2300080434,121045715,LF9050- LUBE FILTER( # LF9024),ZKB,5/6/2022,3/1/2022,Completed,4,4,600020051,VN49,,0
2300080434,121045715,DCA65L-Coolant Water,ZKB,5/6/2022,3/1/2022,Completed,9,9,600002627,VN49,,0
2300080434,121045715,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,5/6/2022,3/1/2022,Completed,8,8,600083278,VN49,,0
2300080434,121045715,DCA65L-Coolant Water,ZKB,5/6/2022,3/1/2022,Completed,16,16,600002627,VN49,,0
2300080434,121045715,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,5/6/2022,3/1/2022,Completed,22,22,600083278,VN49,,0
2300080434,121045715,LF14000NN-OIL FILTER COMBO SPINON,ZKB,5/6/2022,3/1/2022,Completed,2,2,600081260,VN49,,0
2300080427,121047213,"4089865-piston, xec mang",ZTEC,2/28/2022,2/28/2022,Completed,6,6,600067304,VN49,,"6,225,000"
2300080425,121042810,HF6202-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,2,2,600002836,VNT0,,"350,000"
2300080425,121042810,WF2076-loc nuoc,ZTEC,2/28/2022,2/28/2022,Completed,12,12,600003099,VNT0,,"366,000"
2300080425,121042810,AF25627-loc gio,ZTEC,2/28/2022,2/28/2022,Completed,13,13,600002433,VNT0,,"1,210,000"
2300080425,121042810,HF6097-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,4,4,600002819,VNT0,,"245,000"
2300080425,121042810,HF7935-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,6,6,600002899,VNT0,,"806,000"
2300080425,121042810,HF35255-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,18,18,600002813,VNT0,,"181,000"
2300080425,121042810,HF6376-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,4,4,600002863,VNT0,,"451,000"
2300080425,121042810,LF777-loc dau,ZTEC,2/28/2022,2/28/2022,Completed,7,7,600003076,VNT0,,"202,000"
2300080425,121042810,LF747-loc dau,ZTEC,2/28/2022,2/28/2022,Completed,4,4,600003072,VNT0,,"272,000"
2300080425,121042810,HF35381-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,4,4,600027414,VNT0,,"1,096,000"
2300080425,121042810,HF6319-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,26,26,600002853,VNT0,,"529,000"
2300080425,121042810,FS1006-loc nhien lieu,ZTEC,2/28/2022,2/28/2022,Completed,90,90,600002731,VNT0,,"620,000"
2300080425,121042810,WF2091 - loc nuoc,ZTEC,2/28/2022,2/28/2022,Completed,2,2,600018494,VNT0,,"571,000"
2300080425,121042810,AF55815- loc gio,ZTEC,2/28/2022,2/28/2022,Completed,7,7,600091599,VNT0,,"1,154,000"
2300080425,121042810,HF7553-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,6,6,600002893,VNT0,,"891,000"
2300080425,121042810,AF25468-loc gio,ZTEC,2/28/2022,2/28/2022,Completed,13,13,600002415,VNT0,,"679,000"
2300080425,121042810,HF28910-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,16,16,600002795,VNT0,,"1,470,000"
2300080425,121042810,AF55781 - loc gio,ZTEC,2/28/2022,2/28/2022,Completed,2,2,600091598,VNT0,,"1,092,000"
2300080425,121042810,HF28894-loc thuy luc,ZTEC,2/28/2022,2/28/2022,Completed,7,7,600003586,VNT0,,"1,661,000"
2300080425,121042810,LF9018-loc dau,ZTEC,2/28/2022,2/28/2022,Completed,90,90,600003083,VNT0,,"685,000"
2300080419,121151372,0338-4472 - Bo day dieu khien dong co,ZTEC,2/28/2022,2/28/2022,Completed,1,1,600110331,VN49,,"33,669,000"
2300080418,121090889,LF9009-Lube filter,ZKB,3/4/2022,2/28/2022,Completed,1,1,600003081,VN49,,0
2300080418,121090889,AF25130M-Air filter,ZKB,3/4/2022,2/28/2022,Completed,1,1,600002385,VN49,,0
2300080418,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,3/4/2022,2/28/2022,Completed,2,2,600083278,VN49,,0
2300080418,121090889,WF2074-Water filter,ZKB,3/4/2022,2/28/2022,Completed,1,1,600003097,VN49,,0
2300080418,121090889,FS19596-FUEL SEP FILTER,ZKB,3/4/2022,2/28/2022,Completed,1,1,600029501,VN49,,0
2300080418,121090889,AF25129M-Airfilter element,ZKB,3/4/2022,2/28/2022,Completed,1,1,600002384,VN49,,0
2300080418,121090889,FS20000-FUEL WTR SEP,ZKB,3/4/2022,2/28/2022,Completed,1,1,600009310,VN49,,0
2300080418,121090889,FF5580 - FUELFILTER,ZKB,3/4/2022,2/28/2022,Completed,1,1,600014139,VN49,,0
2300080412,121133149,A053R080 - DAU PHAT,ZKE,2/28/2022,2/28/2022,Completed,1,1,600109507,VNT0,1326723,"15,756,565"
2300080411,121133149,150-2201-CAM BIEN TOC DO,ZKE,2/28/2022,2/28/2022,Completed,1,1,600000318,VNT0,,"3,317,495"
2300080407,121133149,A054J973 - BO MACH,ZKE,2/28/2022,2/28/2022,Completed,1,1,600106996,VN49,,"84,823,401"
2300080405,121112084,3050692-ROLE DE,ZKE,2/28/2022,2/28/2022,Completed,1,1,600000793,VNT0,,"2,373,544"
2300080404,121112084,3050692-ROLE DE,ZKE,2/28/2022,2/28/2022,Completed,1,1,600000793,VNT0,,"2,319,247"
2300080403,121112084,3050692-ROLE DE,ZKE,2/28/2022,2/28/2022,Completed,1,1,600000793,VNT0,,"2,432,457"
2300080399,121151712,To may phat dien hieu Cummins Power,ZTEC,2/28/2022,2/28/2022,Completed,1,1,600081505,VN49,1191147,"2,630,000,000"
2300080397,121112084,129768 - Lo xo,ZKE,2/10/2022,2/28/2022,Completed,1,1,600018164,VN49,,"171,087"
2300080397,121112084,3030970 - Dia van,ZKE,2/10/2022,2/28/2022,Completed,1,1,600079245,VN49,,"483,320"
2300080397,121112084,3021420-Van dien tu,ZKE,2/10/2022,2/28/2022,Completed,1,1,600000662,VN49,,"1,074,710"
2300080396,121112084,3050692-Ro le de,ZKE,2/16/2022,2/28/2022,Completed,1,1,600000793,VN49,,"2,403,217"
2300080393,121132695,888422 - Nhot Cummins CI 20W50 18L,ZTEC,2/28/2022,2/28/2022,Completed,840,840,600095486,VN49,,"1,136,364"
2300080388,121047213,4932210 - Roang quy lat,ZTEC,2/25/2022,2/25/2022,Completed,1,1,600016756,VN49,,"2,242,000"
2300080388,121047213,3977530 - Ong tich ap,ZTEC,2/25/2022,2/25/2022,Completed,1,1,600027550,VN49,,"14,481,000"
2300080388,121047213,3976834-Tang do curoa,ZTEC,2/25/2022,2/25/2022,Completed,3,3,600032242,VN49,,"2,935,000"
2300080388,121047213,4921493 - Cam bien ap suat,ZTEC,2/28/2022,2/25/2022,Completed,3,3,600003805,VN49,,"3,218,000"
2300080388,121047213,2897581 - Cam bien reo,ZTEC,2/25/2022,2/25/2022,Completed,10,10,600109520,VN49,,"3,073,000"
2300080388,121047213,"2897334 - Cam bien nhiet do, ap suat",ZTEC,2/28/2022,2/25/2022,Completed,5,5,600079931,VN49,,"1,308,000"
2300080388,121047213,5309255- Roang gian co,ZTEC,2/28/2022,2/25/2022,Completed,1,1,600073376,VNT0,,"860,000"
2300080388,121047213,3408345 -Cam bien nhiet do,ZTEC,2/25/2022,2/25/2022,Completed,10,10,600014175,VN49,,"907,000"
2300080388,121047213,5309255- Roang gian co,ZTEC,2/25/2022,2/25/2022,Completed,19,19,600073376,VN49,,"860,000"
2300080388,121047213,4921497-Cam bien nhiet do,ZTEC,2/28/2022,2/25/2022,Completed,8,8,600004004,VN49,,"1,990,000"
2300080388,121047213,"3613547-Cam bien nhiet do, ap suat",ZTEC,2/28/2022,2/25/2022,Completed,8,8,600044644,VN49,,"984,000"
2300080388,121047213,4983584 - Bom tay nhien lieu,ZTEC,2/28/2022,2/25/2022,Completed,17,17,600015388,VN49,,"2,374,000"
2300080388,121047213,5333478 - Tang do curoa,ZTEC,2/25/2022,2/25/2022,Completed,5,5,600096178,VN49,,"2,705,000"
2300080388,121047213,4921517- Cam bien ap suat,ZTEC,2/25/2022,2/25/2022,Completed,12,12,600074160,VN49,,"1,841,000"
