Index,Part Code,SAP Code,Material Description,Part Type,Packaging,Final Code,Noted,Dup check,Final Part Type,10-12M,13-24M,25-36M,>36M,Old SAP code,Program,Part type Detail,IDN
2220,3283767,600001103,3283767-Gasket Push Rod Cover,New parts,1,3283767,,1,Parts,,,,,,,New parts,
2221,3283828,600079068,"3283828 -  HOUSING,FLYWHEEL",New parts,1,3283828,,1,Parts,,,,,,,New parts,
2222,3284377,600001105,"3284377-Rod, push",New parts,4,3284377,,1,Parts,,,,,,,New parts,
2223,3284453,600104830,"3284453-SUPPORT,FUEL PUMP",New parts,,3284453,,1,Parts,,,,,,,New parts,
2224,3284623,600001106,3284623-gasket,New parts,1,3284623,,1,Parts,,,,,,,New parts,
2225,3284632,600027863,"3284632- TUBE, FUEL SUPPLY",New parts,1,3284632,,1,Parts,,,,,,,New parts,
2226,3284843,600075386,3284843- KHOP NOI,New parts,1,3284843,,1,Parts,,,,,,,New parts,
2227,3285102,600065228,3285102-THERMOSTAT HOUSING,New parts,1,3285102,,1,Parts,,,,,,,New parts,
2228,3285916,600088344,"3285916-HEATER,ENGINE",New parts,1,3285916,,1,Parts,,,,,,,New parts,
2229,3286278,600007450,3286278 - WATER PUMP,New parts,,3286278,,1,Parts,,,,,,,New parts,
2230,3286499,600001109,"3286499-Hose, flexible",New parts,1,3286499,,1,Parts,,,,,,,New parts,
2231,3287075,600001110,3287075-Cover Gear,New parts,1,3287075,,1,Parts,,,,,,,New parts,
2232,3287208,600090871,"3287208-TUBE,CPR WATER INLET",New parts,1,3287208,,1,Parts,,,,,,,New parts,
2233,3287393,600089541,"3287393-TUBE,OIL GAUGE",New parts,1,3287393,,1,Parts,,,,,,,New parts,
2234,3287543,600089542,"3287543-BUSHING,REDUCING PIPE",New parts,1,3287543,,1,Parts,,,,,,,New parts,
2235,3287561,600091276,"3287561-WASHER,SEALING",New parts,12,3287561,,1,Parts,,,,,,,New parts,
2236,3287699,600088277,"3287699-HARNESS,WIRING",New parts,1,3287699,,1,Parts,,,,,,,New parts,
2237,3287893,600094199,"3287893 - NUT,HEXAGON FLANGE",New parts,1,3287893,,1,Parts,,,,,,,New parts,
2238,3288475,600043926,"3288475- V, Belt",New parts,1,3288475,,1,Parts,,,,,,,New parts,
2239,3288497,600078073,3288497 - DAY CUROA,New parts,1,3288497,,1,Parts,,,,,,,New parts,
2240,3288521,600077542,3288521- DAI TAI,New parts,1,3288521,,1,Parts,,,,,,,New parts,
2241,3288554,600004266,"3288554-BELT, V RIBBED",New parts,1,3288554,,1,Parts,,,,,,,New parts,
2242,3288587,600001111,3288587-Belt V Ribbed,New parts,1,3288587,,1,Parts,,,,,,,New parts,
2243,3288645,600077949,3288645-DAI TAI,New parts,1,3288645,,1,Parts,,,,,,,New parts,
2244,3288689,600001112,3288689-Belt V Ribbed,New parts,1,3288689,,1,Parts,,,,,,,New parts,
2245,3288724,600001113,3288724-Belt V Ribbed,New parts,1,3288724,,1,Parts,,,,,,,New parts,
2246,3288746,600079756,"3288746 - BELT,V RIBBED",New parts,1,3288746,,1,Parts,,,,,,,New parts,
2247,3288757,600031112,"3288757-BELT, V RIBBED",New parts,1,3288757,,1,Parts,,,,,,,New parts,
2248,3288768,600015874,"3288768- BELT, V RIBBED",New parts,1,3288768,,1,Parts,,,,,,,New parts,
2249,3288779,600084816,"3288779-BELT,V RIBBED (3290062)",New parts,1,3288779,,1,Parts,,,,,,,New parts,
2250,3288790,600018772,"3288790- BELT , V RIBBED",New parts,1,3288790,,1,Parts,,,,,,,New parts,
2251,3288812,600001115,3288812-Belt V,New parts,1,3288812,,1,Parts,,,,,,,New parts,
2252,3288834,600097448,3288834 - V Belt ribbed,New parts,1,3288834,,1,Parts,,,,,,,New parts,
2253,3288856,600001116,3288856-Belt V,New parts,,3288856,,1,Parts,,,,,,,New parts,
2254,3288867,600001117,"3288867-Belt, V Ribbed",New parts,1,3288867,,1,Parts,,,,,,,New parts,
2255,3288878,600001118,"3288878-Belt, V ribbed",New parts,1,3288878,,1,Parts,,,,,,,New parts,
2256,3288900,600001119,3288900-Belt V Ribbed,New parts,1,3288900,,1,Parts,,,,,,,New parts,
2257,3288922,600001120,3288922-Belt V Ribbed,New parts,1,3288922,,1,Parts,,,,,,,New parts,
2258,3288944,600003517,3288944-BELT V RIBBED,New parts,1,3288944,,1,Parts,,,,,,,New parts,
2259,3288966,600010585,"3288966 - BELT , V RIBBED",New parts,1,3288966,,1,Parts,,,,,,,New parts,
2260,3288977,600009325,"3288977 - BELT , V RIBBED",New parts,1,3288977,,1,Parts,,,,,,,New parts,
2261,3289001,600015128,"3289001- BELT, V RIBBED",New parts,1,3289001,,1,Parts,,,,,,,New parts,
2262,3289056,600072753,3289056- DAI TAI,New parts,1,3289056,,1,Parts,,,,,,,New parts,
2263,3289078,600043925,"3289078- Belt, V Ribbed",New parts,1,3289078,,1,Parts,,,,,,,New parts,
2264,3289089,600015369,"3289089 - BLT, RIB",New parts,1,3289089,,1,Parts,,,,,,,New parts,
2265,3289102,600053364,3289102-BELT V RIBBED,New parts,1,3289102,,1,Parts,,,,,,,New parts,
2266,3289235,600004280,"3289235-BELT, V RIBBED",New parts,1,3289235,,1,Parts,,,,,,,New parts,
2267,3289246,600070845,3289246- DAI TAI,New parts,1,3289246,,1,Parts,,,,,,,New parts,
2268,3289268,600083337,"3289268-BELT,V RIBBED",New parts,1,3289268,,1,Parts,,,,,,,New parts,
2269,3289314,600009893,"3289314 - BELT, V RIBBED",New parts,1,3289314,,1,Parts,,,,,,,New parts,
2270,3289325,600003931,"3289325-Belt, V Ribbed",New parts,1,3289325,,1,Parts,,,,,,,New parts,
2271,3289347,600003932,"3289347-Belt, V Ribbed",New parts,1,3289347,,1,Parts,,,,,,,New parts,
2272,3289437,600033008,3289437-BELT v RIBBED,New parts,1,3289437,,1,Parts,,,,,,,New parts,
2273,3289448,600083335,"3289448-BELT,V RIBBED",New parts,1,3289448,,1,Parts,,,,,,,New parts,
2274,3289558,600072757,3289558- DAI TAI,New parts,1,3289558,,1,Parts,,,,,,,New parts,
2275,3289648,600052755,3289648- BELT V RIBBED,New parts,1,3289648,,1,Parts,,,,,,,New parts,
2276,3289659,600030750,"3289659-BELT, V RIBBED",New parts,1,3289659,,1,Parts,,,,,,,New parts,
2277,3289675,600044677,3289675-BELT V RIBBED,New parts,1,3289675,,1,Parts,,,,,,,New parts,
2278,3289686,600052165,3289686-BELT V RIBBED,New parts,1,3289686,,1,Parts,,,,,,,New parts,
2279,3289831,600088276,"3289831-BELT,V RIBBED",New parts,1,3289831,,1,Parts,,,,,,,New parts,
2280,3289853,600102488,"3289853-BELT,V RIBBED",New parts,1,3289853,,1,Parts,,,,,,,New parts,
2281,3289886,600088670,"3289886-BELT,V RIBBED",New parts,1,3289886,,1,Parts,,,,,,,New parts,
2282,3289941,600083336,"3289941-BELT,V RIBBED",New parts,1,3289941,,1,Parts,,,,,,,New parts,
2283,3289952,600104799,"3289952-BELT,V RIBBED",New parts,1,3289952,,1,Parts,,,,,,,New parts,
2284,3289974,600074625,3289974-DAI TAI,New parts,1,3289974,,1,Parts,,,,,,,New parts,
2285,3290051,600066050,3290051-BELT V RIBBED,New parts,,3290051,,1,Parts,,,,,,,New parts,
2286,3290142,600070846,3290142-DAI TAI,New parts,1,3290142,,1,Parts,,,,,,,New parts,
2287,3290155,600087683,"3290155-BELT,V RIBBED",New parts,1,3290155,,1,Parts,,,,,,,New parts,
2288,3290185,600069929,3290185-DAY CUA ROA,New parts,1,3290185,,1,Parts,,,,,,,New parts,
2289,3307454S,600018773,3307454S- FUEL TANK,New parts,1,3307454S,,1,Parts,,,,,,,New parts,
2290,3308958,600021275,"3308958-SEAL, RECTANGULAR RING",New parts,1,3308958,,1,Parts,,,,,,,New parts,
2291,3320955,600031733,3320955-SEAL RECTANGULAR RING,New parts,1,3320955,,1,Parts,,,,,,,New parts,
2292,0332-3096-01,600097610,332-3096-01 - TERMINAL - SOCKET,New parts,1,0332-3096-01,,1,Parts,,,,,,,New parts,
2293,3328328,600086576,"3328328-WASHER, PLAIN#3882885",New parts,5,3328328,,1,Parts,,,,,,,New parts,
2294,3328379,600086578,"3328379-SCREW, HEX HEAD CAP",New parts,2,3328379,,1,Parts,,,,,,,New parts,
2295,3328589,600096777,"3328589-SEAL,O RING",New parts,4,3328589,,1,Parts,,,,,,,New parts,
2296,3328617,600104586,"3328617-Screw,StuddedCaptiveWasher",New parts,1,3328617,,1,Parts,,,,,,,New parts,
2297,3328637,600086577,"3328637-SCREW, HEX HEAD CAP",New parts,2,3328637,,1,Parts,,,,,,,New parts,
2298,3328640,600075775,"3328640-CONNECTION, TUB OIL DRAIN",New parts,1,3328640,,1,Parts,,,,,,,New parts,
2299,3328781,600001124,"3328781-Seal, valve",New parts,,3328781,,1,Parts,,,,,,,New parts,
2300,3328785,600001125,"3328785-Guide, valve stem",New parts,12,3328785,,1,Parts,,,,,,,New parts,
2301,3328948,600071805,3328948- GIOANG,New parts,6,3328948,,1,Parts,,,,,,,New parts,
2302,3330202,600052496,3330202-SEAL O RING,New parts,,3330202,,1,Parts,,,,,,,New parts,
2303,3330478,600045706,"3330478-SEAL,O RING",New parts,2,3330478,,1,Parts,,,,,,,New parts,
2304,3330537,600004415,"3330537-SEAL, O RING",New parts,6,3330537,,1,Parts,,,,,,,New parts,
2305,3330538,600004416,"3330538-SEAL, O RING",New parts,6,3330538,,1,Parts,,,,,,,New parts,
2306,3330600,600046466,"3330600-ACTUATOR,ETR, FUEL CONT",New parts,1,3330600,,1,Parts,,,,,,,New parts,
2307,3330601,600069880,3330601- BO DIEU TIET NHIEN LIEU,New parts,1,3330601,,1,Parts,,,,,,,New parts,
2308,3330602,600015278,"3330602 - ACTUATOR, ETR FUEL CONT",New parts,1,3330602,,1,Parts,,,,,,,New parts,
2309,3330644,600070508,3330644-KHOP NOI BOM,New parts,1,3330644,,1,Parts,,,,,,,New parts,
2310,3331089,600074439,3331089- PHOT,New parts,6,3331089,,1,Parts,,,,,,,New parts,
2311,3331515,600032950,3331515-SEAL O RING,New parts,1,3331515,,1,Parts,,,,,,,New parts,
2312,3331516,600104587,"3331516- HOSE,HUMP",New parts,1,3331516,,1,Parts,,,,,,,New parts,
2313,3331821,600069620,3331821- GIOANG BOM,New parts,1,3331821,,1,Parts,,,,,,,New parts,
2314,3331850,600097122,"3331850 - TUBE,WATER TRANSFER",New parts,1,3331850,,1,Parts,,,,,,,New parts,
2315,3331924,600092181,"3331924-GASKET,TURBOCHARGER",New parts,1,3331924,,1,Parts,,,,,,,New parts,
2316,3332084,600081297,"3332084 - GASKET,OIL PAN ADAPTER",New parts,1,3332084,,1,Parts,,,,,,,New parts,
2317,3332160,600084710,"3332160-SEAL,O RING",New parts,2,3332160,,1,Parts,,,,,,,New parts,
2318,3332174,600046243,"3332174-SCREW, HEX FLANGE HEAD",New parts,1,3332174,,1,Parts,,,,,,,New parts,
2319,3332183,600093021,"3332183 - GASKET,CONNECTION",New parts,1,3332183,,1,Parts,,,,,,,New parts,
2320,3332234,600079468,"3332234 - SCREW,HEX FLANGE HEAD CAP",New parts,1,3332234,,1,Parts,,,,,,,New parts,
2321,3332291,600097127,"3332291 - GASKET,VALVE COVER",New parts,1,3332291,,1,Parts,,,,,,,New parts,
2322,3332299,600096803,"3332299-GASKET,WATER PUMP",New parts,1,3332299,,1,Parts,,,,,,,New parts,
2323,3335341,600015370,"3335341- PIN, CAM FOLLOWER ROLLE",New parts,1,3335341,,1,Parts,,,,,,,New parts,
2324,3335548,600014446,"3335548- SEAL, THERMOSTAT",New parts,2,3335548,,1,Parts,,,,,,,New parts,
2325,3347628,600089747,3347628-Aftercooler Housing Gasket,New parts,1,3347628,,1,Parts,,,,,,,New parts,
2326,3347905,600033464,"3347905- ACTUATOR, ETR FUEL",New parts,1,3347905,,1,Parts,,,,,,,New parts,
2327,3347906,600020902,"3347906- ACTUATOR, ETR FUEL CONT",New parts,1,3347906,,1,Parts,,,,,,,New parts,
2328,3347907,600014890,"3347907- ACTUATOR, ETR FUEL CONT",New parts,1,3347907,,1,Parts,,,,,,,New parts,
2329,3347937,600001149,"3347937-Gasket, cylinder",New parts,24,3347937,,1,Parts,,,,,,,New parts,
2330,3347938,600092680,"3347938 - SEAL,O RING",New parts,1,3347938,,1,Parts,,,,,,,New parts,
2331,3347939,600004417,3347939-SEAL O RING,New parts,6,3347939,,1,Parts,,,,,,,New parts,
2332,3348004,600087650,"3348004-SCREEN,FILTER",New parts,1,3348004,,1,Parts,,,,,,,New parts,
2333,3348322,600043362,"3348322- VALVE, PRESSURE REGULAT",New parts,1,3348322,,1,Parts,,,,,,,New parts,
2334,3348327,600071890,3348327- VAN TAT MAY,New parts,1,3348327,,1,Parts,,,,,,,New parts,
2335,3348663,600031280,"3348663-CLAMP, INJECTOR",New parts,1,3348663,,1,Parts,,,,,,,New parts,
2336,3348703,600045707,"3348703-SEAL,O RING",New parts,1,3348703,,1,Parts,,,,,,,New parts,
2337,3348800,600095385,"3348800 - LAMP,24V",New parts,1,3348800,,1,Parts,,,,,,,New parts,
2338,3348814,600030901,"3348814-SWITH, FLUID LEVEL",New parts,1,3348814,,1,Parts,,,,,,,New parts,
2339,3348860,600001150,3348860-Seal Furrule,New parts,4,3348860,,1,Parts,,,,,,,New parts,
2340,3348896,600101691,3348896 - Seal,New parts,1,3348896,,1,Parts,,,,,,,New parts,
2341,3349225,600073392,3349225- SINH HAN,New parts,1,3349225,,1,Parts,,,,,,,New parts,
2342,3349229,600053629,"3349229-ISOLATOR, VIBRATION",New parts,1,3349229,,1,Parts,,,,,,,New parts,
2343,3349230,600086440,3349230-ISOLATOR VIBRATION,New parts,1,3349230,,1,Parts,,,,,,,New parts,
2344,3349393,600074463,3349393- CO XA,New parts,1,3349393,,1,Parts,,,,,,,New parts,
2345,3349395,600031155,"3349395-MANIFOLD, EXHAUST",New parts,1,3349395,,1,Parts,,,,,,,New parts,
2346,3349410,600072203,3349410- BO GIAI NHIET,New parts,1,3349410,,1,Parts,,,,,,,New parts,
2347,3349541,600073028,3349541-GIOANG,New parts,1,3349541,,1,Parts,,,,,,,New parts,
2348,3349806,600001152,3349806-Bolt con. Rod,New parts,2,3349806,,1,Parts,,,,,,,New parts,
2349,3349860PX,600089017,"3349860PX-INJ,PREMIUM KSTC",Recon part,1,3349860PX,,1,Parts,,,,,,,Recon part,
2350,3349862,600082857,"3349862-CUP,INJECTOR",New parts,6,3349862,,1,Parts,,,,,,,New parts,
2351,3356824,600102387,"3356824-KIT,OVERHAUL",New parts,,3356824,,1,Parts,,,,,,,New parts,
2352,3375006,600001156,3375006-Dial Indicator,New parts,1,3375006,,1,Parts,,,,,,,New parts,
2353,3375282,600088101,"3375282-DRIVER, VALVE GUIDE",New parts,1,3375282,,1,Parts,,,,,,,New parts,
2354,3375292,600030902,"3375292-KIT, SOCKET",New parts,1,3375292,,1,Parts,,,,,,,New parts,
2355,3375364,600001160,3375364-Calibration Fluid,New parts,,3375364,,1,Parts,,,,,,,New parts,
2356,3375432,600072777,"3375432-KIT, CRACK DETECTION",New parts,1,3375432,,1,Parts,,,,,,,New parts,
2357,3375764,600014632,"3375764-WRENCH, SPECIAL FUEL PU",New parts,1,3375764,,1,Parts,,,,,,,New parts,
2358,3375784,600072778,"3375784-KIT, LIGHT DUTY PULLER",New parts,1,3375784,,1,Parts,,,,,,,New parts,
2359,3375935,600087789,"3375935 - KIT,MARINE TEST",New parts,1,3375935,,1,Parts,,,,,,,New parts,
2360,3376135,600001163,3376135-Took Burnishing,New parts,,3376135,,1,Parts,,,,,,,New parts,
2361,3376408,600015431,"3376408- INDICATOR, DIAL",New parts,1,3376408,,1,Parts,,,,,,,New parts,
2362,3376592,600001166,3376592-Wrench injector,New parts,1,3376592,,1,Parts,,,,,,,New parts,
2363,3376617,600072790,"3376617-REMOVER, SLIDE HAMMER",New parts,1,3376617,,1,Parts,,,,,,,New parts,
2364,3376665,600032746,"3376665-CLEANER, ULTRASONIC",New parts,,3376665,,1,Parts,,,,,,,New parts,
2365,3376669,600079937,3376669 - Cylinder Liner Clamp Set,New parts,,3376669,,1,Parts,,,,,,,New parts,
2366,3376799,600027429,"3376799-REMOVER, VALVE INSERT",New parts,1,3376799,,1,Parts,,,,,,,New parts,
2367,3376859,600043371,"3376859- COUPLER, QCK DISCONNECT",New parts,1,3376859,,1,Parts,,,,,,,New parts,
2368,3376860,600065818,"3376860-CONNECTOR, QCK DISCONNECT",New parts,2,3376860,,1,Parts,,,,,,,New parts,
2369,3376920,600065817,"3376920-COUPLER, QCK DISCONNECT",New parts,1,3376920,,1,Parts,,,,,,,New parts,
2370,3376946,600001169,3376946-Tester Injector,New parts,1,3376946,,1,Parts,,,,,,,New parts,
2371,3377243,600071803,3377243 - BU LONG,New parts,1,3377243,,1,Parts,,,,,,,New parts,
2372,3377244,600043372,"3377244- CONNECTOR, QCK DISCONNECT",New parts,4,3377244,,1,Parts,,,,,,,New parts,
2373,3377399,600103827,"3377399-HOLDER,DIAL INDICATOR",New parts,1,3377399,,1,Parts,,,,,,,New parts,
2374,3377438,600072764,"3377438-ADDITIVE, FLUORESCENT DYE",New parts,6,3377438,,1,Parts,,,,,,,New parts,
2375,3377467,600001171,3377467-sonic cleaner,New parts,,3377467,,1,Parts,,,,,,,New parts,
2376,3379035,600001172,3379035-Alternator Repair,New parts,,3379035,,1,Parts,,,,,,,New parts,
2377,3379209,600071176,3379209- TAI LIEU KT CAN CHINH BOM BEC,New parts,,3379209,,1,Parts,,,,,,,New parts,
2378,3381946,600067303,3381946-MARINE PRODUCT GUIDE BOOK,New parts,,3381946,,1,Parts,,,,,,,New parts,
2379,3393000,600066233,3393000-DIODE,New parts,1,3393000,,1,Parts,,,,,,,New parts,
2380,3393024,600084235,"3393024-Roll, Bearing",New parts,1,3393024,,1,Parts,,,,,,,New parts,
2381,3393031,600053586,3393031-SEAL OIL,New parts,1,3393031,,1,Parts,,,,,,,New parts,
2382,3393032,600087086,"3393032-BEARING,BALL",New parts,1,3393032,,1,Parts,,,,,,,New parts,
2383,3393033,600084236,"3393033-Lip, Seal",New parts,1,3393033,,1,Parts,,,,,,,New parts,
2384,3393034,600053588,3393034-SEAL O RING,New parts,1,3393034,,1,Parts,,,,,,,New parts,
2385,3393035,600052067,3393035-SEAL MECHANICAL,New parts,1,3393035,,1,Parts,,,,,,,New parts,
2386,3393037,600081921,"3393037 - IMPELLER,PRIMING",New parts,1,3393037,,1,Parts,,,,,,,New parts,
2387,3393043,600053587,3393043-BODY O RING,New parts,1,3393043,,1,Parts,,,,,,,New parts,
2388,3393044,600001177,"3393044-Oring, Flange",New parts,1,3393044,,1,Parts,,,,,,,New parts,
2389,3393102,600097442,"3393102-WIRE,ELECTRICAL",New parts,,3393102,,1,Parts,,,,,,,New parts,
2390,3393131,600090092,"3393131-CONNECTION,FILL",New parts,1,3393131,,1,Parts,,,,,,,New parts,
2391,3393155,600018325,3393155-SHAFT SEA WATER PUMP,New parts,1,3393155,,1,Parts,,,,,,,New parts,
2392,3393156,600084234,3393156-Ball bearing,New parts,1,3393156,,1,Parts,,,,,,,New parts,
2393,3393160,600084237,3393160-O-ring Shaft,New parts,1,3393160,,1,Parts,,,,,,,New parts,
2394,3393162,600080236,"3393162 - IMPELLER,WATER PUMP",New parts,1,3393162,,1,Parts,,,,,,,New parts,
2395,3393166,600084251,"3393166-O-ring, Pump Adaptor",New parts,1,3393166,,1,Parts,,,,,,,New parts,
2396,3393175,600084250,"3393175-O-ring, End Cover",New parts,1,3393175,,1,Parts,,,,,,,New parts,
2397,3393254,600084238,"3393254-Oring, Shaft",New parts,,3393254,,1,Parts,,,,,,,New parts,
2398,3393258,600075907,"3393258- ELBOW, MALE ADAPTER",New parts,1,3393258,,1,Parts,,,,,,,New parts,
2399,3393274,600080079,"3393274 - SEAL,RING",New parts,1,3393274,,1,Parts,,,,,,,New parts,
2400,3393301,600094767,"3393301 - SEAL,O RING",New parts,1,3393301,,1,Parts,,,,,,,New parts,
2401,3393303,600080076,"3393303 - SEAL,RING",New parts,1,3393303,,1,Parts,,,,,,,New parts,
2402,3393486,600097636,"3393486 - (Tube, Water Bypass",New parts,1,3393486,,1,Parts,,,,,,,New parts,
2403,3393521,600068197,3393521-SEAL ORING,New parts,1,3393521,,1,Parts,,,,,,,New parts,
2404,3393702,600001178,3393702 - Cover Heat Exchange,New parts,1,3393702,,1,Parts,,,,,,,New parts,
2405,3393704,600001179,3393704 - Seal O ring,New parts,1,3393704,,1,Parts,,,,,,,New parts,
2406,3393978,600030211,"3393978-CAP, FILLER",New parts,,3393978,,1,Parts,,,,,,,New parts,
2407,33C,600033019,33C-Ball joint connection,New parts,,33C,,1,Parts,,,,,,,New parts,
2408,3400034,600074289,3400034- BO LUC GIAC STC,New parts,1,3400034,,1,Parts,,,,,,,New parts,
2409,3400038,600052310,"3400038-DRIVET, FLAT TIP SOCKET",New parts,1,3400038,,1,Parts,,,,,,,New parts,
2410,3400039,600001182,3400039-Blade,New parts,1,3400039,,1,Parts,,,,,,,New parts,
2411,3400045,600072791,"3400045- REMOVER, WIRE INSULATION #38229",New parts,1,3400045,,1,Parts,,,,,,,New parts,
2412,3400157,600001183,3400157-Oil Filter Wrench,New parts,1,3400157,,1,Parts,,,,,,,New parts,
2413,3400158,600029020,"3400158-WRENCH, OIL FILTER",New parts,1,3400158,,1,Parts,,,,,,,New parts,
2414,3400162,600066461,3400162-MULTIMETER DIGITAL,New parts,1,3400162,,1,Parts,,,,,,,New parts,
2415,3400698,600015185,3400698 - ALT,New parts,1,3400698,,1,Parts,,,,,,,New parts,
2416,3400813,600091115,"3400813  - SHAFT,WATER PUMP",New parts,1,3400813,,1,Parts,,,,,,,New parts,
2417,3401290,600001184,3401290-Gasket oil pan,New parts,,3401290,,1,Parts,,,,,,,New parts,
2418,3401439,600097145,"3401439 - GEAR,CAMSHAFT",New parts,1,3401439,,1,Parts,,,,,,,New parts,
2419,3401484,600052305,3401484-CONNECTION OIL SUPPLY,New parts,1,3401484,,1,Parts,,,,,,,New parts,
2420,3401970,600074933,3401970-GIOANG,New parts,1,3401970,,1,Parts,,,,,,,New parts,
2421,3406604PX,600046118,3406604PX-INJECTOR,Recon part,1,3406604PX,,1,Parts,,,,,,,Recon part,
2422,3406605,600012221,"3406605 - CUP, INJECTOR",New parts,5,3406605,,1,Parts,,,,,,,New parts,
2423,3406702,600003933,"3406702-Sleeve, injector",New parts,2,3406702,,1,Parts,,,,,,,New parts,
2424,3408259,600072876,3408259- DUA DAY,New parts,6,3408259,,1,Parts,,,,,,,New parts,
2425,3408282,600074685,3408282 - PHOT,New parts,,3408282,,1,Parts,,,,,,,New parts,
2426,3408296,600072875,3408296- CO MO,New parts,1,3408296,,1,Parts,,,,,,,New parts,
2427,3408324,600001187,3408324-Actuator,New parts,1,3408324,,1,Parts,,,,,,,New parts,
2428,3408326,600001188,"3408326-Act, Gov",New parts,1,3408326,,1,Parts,,,,,,,New parts,
2429,3408345,600014175,"3408345 -SENSOR, TEMPERATURE",New parts,1,3408345,,1,Parts,,,,,,,New parts,
2430,3408438,600052497,3408438-SEAL O RING,New parts,1,3408438,,1,Parts,,,,,,,New parts,
2431,3408472,600001190,3408472-Speech Sensor,New parts,,3408472,,1,Parts,,,,,,,New parts,
2432,3408503,600001191,"3408503-Sensor, position",New parts,,3408503,,1,Parts,,,,,,,New parts,
2433,3408529,600016335,"3408529 - SENSOR, ENGINE POSOTION",New parts,,3408529,,1,Parts,,,,,,,New parts,
2434,3408556,600015279,"3408556 - SENSOR, PRESSURE",New parts,,3408556,,1,Parts,,,,,,,New parts,
2435,3408558,600094768,3408558 - Pressure Temperature Sensors,New parts,,3408558,,1,Parts,,,,,,,New parts,
2436,3408560,600004244,"3408560 - SENSOR , PRESSURE",New parts,,3408560,,1,Parts,,,,,,,New parts,
2437,3408564,600015281,"3408564 - SENSOR, PRESSURE",New parts,,3408564,,1,Parts,,,,,,,New parts,
2438,3408577,600018631,"3408577 - SENSOR, PRESSURE",New parts,,3408577,,1,Parts,,,,,,,New parts,
2439,3408583,600018632,"3408583 - SENSOR, PRESSURE",New parts,,3408583,,1,Parts,,,,,,,New parts,
2440,3408585,600018633,"3408585 - SENSOR, PRESSURE",New parts,,3408585,,1,Parts,,,,,,,New parts,
2441,3408587,600003914,"3408587-Sensor, pressure",New parts,,3408587,,1,Parts,,,,,,,New parts,
2442,3408589,600029815,"3408589-SENSOR, PRESSURE",New parts,,3408589,,1,Parts,,,,,,,New parts,
2443,3408591,600073379,3408591- CAM BIEN,New parts,,3408591,,1,Parts,,,,,,,New parts,
2444,3408600,600104588,"3408600-SENSOR,PRESSURE",New parts,,3408600,,1,Parts,,,,,,,New parts,
2445,3408602,600090688,"3408602-SENSOR,PRESSURE",New parts,,3408602,,1,Parts,,,,,,,New parts,
