Lot,No,Date,From plant,To plant,Status,STO,SAP,Part code,Qty,weight/pce,Est weight,L,W,H
95,6,44873,VN49,VNT0,Recorded on SAP,8150307570,600094759,3036576,1,,0.3,8,10,
95,7,44873,VN49,VNT0,Recorded on SAP,8150307570,600080564,2882087,72,,30.24,11,9,
95,8,44873,VN49,VNT0,Recorded on SAP,8150307570,600002415,AF25468,40,,51.4,22,22,
95,9,44873,VN49,VNT0,Recorded on SAP,8150307570,600002649,FF2203,6,,2.4,9.5,9.5,
95,10,44873,VN49,VNT0,Recorded on SAP,8150307570,600003098,WF2075,120,,70.8,6.96,15.79,
95,11,44873,VN49,VNT0,Recorded on SAP,8150307570,600002813,HF35255,30,,18.3,12.12,12.46,
95,12,44873,VN49,VNT0,Recorded on SAP,8150307570,600003083,LF9018,420,,829.5,11.5,11.5,
95,13,44873,VN49,VNT0,Recorded on SAP,8150307570,600003033,LF3970,48,,28.512,9.5,9.5,
95,14,44873,VN49,VNT0,Recorded on SAP,8150307570,600002750,FS1280,12,,6.96,17,9.5,
95,15,44873,VN49,VNT0,Recorded on SAP,8150307570,600110909,FS20019,12,,4.08,10,10,
95,16,44873,VN49,VNT0,Recorded on SAP,8150307570,600002669,FF5052,10,,4.1,8,8,
95,17,44873,VN49,VNT0,Recorded on SAP,8150307570,600001726,3904166,15,,15,13,13,
95,18,44873,VN49,VNT0,Recorded on SAP,8150307570,600093796,5473238,3,,7.89,19,16,
95,19,44873,VN49,VNT0,Recorded on SAP,8150307570,600001489,3802355,12,,1.68,5,5,
95,20,44873,VN49,VNT0,Recorded on SAP,8150307570,600001490,3802356,12,,1.8,17,5,
95,21,44873,VN49,VNT0,Recorded on SAP,8150307570,600010766,4939587,3,,6.519,16,8,
95,22,44873,VN49,VNT0,Recorded on SAP,8150307570,600000939,3077716,12,,0.6,2,2,
95,23,44873,VN49,VNT0,Recorded on SAP,8150307570,600003951,3087587,24,,28.8,23,9,
95,24,44873,VN49,VNT0,Recorded on SAP,8150307570,600075383,4352578,4,,12.16,87.5,24.5,
95,25,44873,VN49,VNT0,Recorded on SAP,8150307570,600002176,4089998,2,,4.4,105,35,
95,26,44873,VN49,VNT0,Recorded on SAP,8150307570,600002748,FS1251,1,,0.425,8,8,
95,27,44873,VN49,VNT0,Recorded on SAP,8150307570,600002632,FF105D,46,,20.7,6.91,15.79,
96,1,44875,VN49,VNT0,Recorded on SAP,8150307882,600000403,0193-0529-01,1,,0.07,12,9,
96,2,44875,VN49,VNT0,Recorded on SAP,8150307882,600010786,210118,3,,1.08,2,54,
96,3,44875,VN49,VNT0,Recorded on SAP,8150307882,600000939,3077716,12,,0.6,2,2,
96,4,44875,VN49,VNT0,Recorded on SAP,8150307882,600003951,3087587,4,,4.8,23,9,
96,5,44875,VN49,VNT0,Recorded on SAP,8150307882,600073104,3090704,12,,0.276,6,4,
96,6,44875,VN49,VNT0,Recorded on SAP,8150307882,600052447,3411845,12,,20.244,26.7,17.8,
96,7,44875,VN49,VNT0,Recorded on SAP,8150307882,600084371,3418030,12,,0.276,10,10,
96,8,44875,VN49,VNT0,Recorded on SAP,8150307882,600001337,3609826,4,,0.2,7,5,
96,9,44875,VN49,VNT0,Recorded on SAP,8150307882,600090331,3802301RX,2,,32,40,40,
96,10,44875,VN49,VNT0,Recorded on SAP,8150307882,600045504,3802325RX,15,,3.075,16,4,
96,11,44875,VN49,VNT0,Recorded on SAP,8150307882,600001489,3802355,12,,1.68,5,5,
96,12,44875,VN49,VNT0,Recorded on SAP,8150307882,600001498,3802421,12,,1.02,12.7,2.5,
96,13,44875,VN49,VNT0,Recorded on SAP,8150307882,600001519,3802818,12,,5.16,3,3,
96,14,44875,VN49,VNT0,Recorded on SAP,8150307882,600001567,3803703,12,,68.4,18,18,
96,15,44875,VN49,VNT0,Recorded on SAP,8150307882,600001583,3803977,18,,2.214,16,16,
96,16,44875,VN49,VNT0,Recorded on SAP,8150307882,600001726,3904166,15,,15,13,13,
96,17,44875,VN49,VNT0,Recorded on SAP,8150307882,600001791,3908220,2,,0.224,12,8,
96,18,44875,VN49,VNT0,Recorded on SAP,8150307882,600001791,3908220,2,,0.224,12,8,
96,19,44875,VN49,VNT0,Recorded on SAP,8150307882,600001821,3912019,3,,12.03,23,18,
96,20,44875,VN49,VNT0,Recorded on SAP,8150307882,600002069,4003950,4,,15.48,14,14,
96,21,44875,VN49,VNT0,Recorded on SAP,8150307882,600075383,4352578,4,,12.16,87.5,24.5,
96,22,44875,VN49,VNT0,Recorded on SAP,8150307882,600002192,4891178,4,,0.26,7,7,
96,23,44875,VN49,VNT0,Recorded on SAP,8150307882,600002196,4910355,4,,108,91,32,
96,24,44875,VN49,VNT0,Recorded on SAP,8150307882,600010766,4939587,3,,6.519,16,8,
96,25,44875,VN49,VNT0,Recorded on SAP,8150307882,600093796,5473238,3,,7.89,19,16,
96,26,44875,VN49,VNT0,Recorded on SAP,8150307882,600002220,68241,39,,5.265,8,2,
96,27,44875,VN49,VNT0,Recorded on SAP,8150307882,600080234,5363431,1,,10.15,46.6,19,
97,1,44879,VN49,VNT0,Recorded on SAP,,600095481,4933210,2,,6.044,47,47,
97,2,44879,VN49,VNT0,Recorded on SAP,,600000873,3066882,2,,66.666,128,14,
97,3,44879,VN49,VNT0,Recorded on SAP,,600080375,3685173,0,,0,19,19,
97,4,44879,VN49,VNT0,Recorded on SAP,,600080565,3689567,0,,0,109,39,
97,5,44879,VN49,VNT0,Recorded on SAP,,600001405,3800637,18,,3.96,4,4,
97,6,44879,VN49,VNT0,Recorded on SAP,,600081179,4034289RX,0,,0,16,25,
97,7,44879,VN49,VNT0,Recorded on SAP,,600002154,4089405,0,,0,13,6,
97,8,44879,VN49,VNT0,Recorded on SAP,,600066174,4298626,0,,0,122,8,
97,9,44879,VN49,VNT0,Recorded on SAP,,600074392,4299098,0,,0,118,38,
97,10,44879,VN49,VNT0,Recorded on SAP,,600086443,4299124,0,,0,21,19,
97,11,44879,VN49,VNT0,Recorded on SAP,,600086442,4299125,0,,0,13,13,
97,12,44879,VN49,VNT0,Recorded on SAP,,600079280,4356366,0,,0,9.5,4,
97,13,44879,VN49,VNT0,Recorded on SAP,,600096066,4376430,0,,0,18,18,
97,14,44879,VN49,VNT0,Recorded on SAP,,600014200,4955383,0,,0,24,24,
97,15,44879,VN49,VNT0,Recorded on SAP,,600004440,4965569,0,,0,24.8,5.1,
97,16,44879,VN49,VNT0,Recorded on SAP,,600096067,5405717,0,,0,17,17,
97,17,44879,VN49,VNT0,Recorded on SAP,,600092681,5406110,0,,0,18,16,
97,18,44879,VN49,VNT0,Recorded on SAP,,600112536,5658176,0,,#N/A,#N/A,#N/A,
97,19,44879,VN49,VNT0,Recorded on SAP,,600112721,5719778,0,,#N/A,#N/A,#N/A,
98,1,44879,VN49,VNT0,Recorded on SAP,8150308073,600111559,4938908,2,,4.57,20,32,
98,2,44883,VN49,VNT0,Recorded on SAP,8150308073,600112625,5366559,1,,1.11,19,19,
99,1,44883,VN49,VNT0,Recorded on SAP,8150308409,600095481,4933210,2,,6.044,47,47,
99,2,44883,VN49,VNT0,Recorded on SAP,8150308409,600001405,3800637,18,,3.96,4,4,
99,3,44883,VN49,VNT0,Recorded on SAP,8150308409,600000873,3066882,2,,66.666,128,14,
99,4,44883,VN49,VNT0,Recorded on SAP,8150308409,600111559,4938908,2,,4.57,20,32,
99,5,44883,VN49,VNT0,Recorded on SAP,8150308409,600002154,4089405,78,,25.74,13,6,
99,6,44883,VN49,VNT0,Recorded on SAP,8150308409,600074392,4299098,13,,28.34,118,38,
99,7,44883,VN49,VNT0,Recorded on SAP,8150308409,600096066,4376430,52,,390,18,18,
99,8,44883,VN49,VNT0,Recorded on SAP,8150308409,600096067,5405717,150,,22.5,17,17,
99,9,44883,VN49,VNT0,Recorded on SAP,8150308409,600092681,5406110,25,,87.5,18,16,
99,10,44883,VN49,VNT0,Recorded on SAP,8150308409,600004440,4965569,19,,11.59,24.8,5.1,
99,11,44883,VN49,VNT0,Recorded on SAP,8150308409,600080375,3685173,12,,0.408,19,19,
99,12,44883,VN49,VNT0,Recorded on SAP,8150308409,600080565,3689567,1,,2.2,109,39,
99,13,44883,VN49,VNT0,Recorded on SAP,8150308409,600081179,4034289RX,2,,5.02,16,25,
99,14,44883,VN49,VNT0,Recorded on SAP,8150308409,600066174,4298626,20,,283.2,122,8,
99,15,44883,VN49,VNT0,Recorded on SAP,8150308409,600086443,4299124,13,,0.143,21,19,
99,16,44883,VN49,VNT0,Recorded on SAP,8150308409,600086442,4299125,25,,0.225,13,13,
99,17,44883,VN49,VNT0,Recorded on SAP,8150308409,600079280,4356366,600,,18,9.5,4,
99,18,44883,VN49,VNT0,Recorded on SAP,8150308409,600014200,4955383,9,,5.22,24,24,
99,19,44883,VN49,VNT0,Recorded on SAP,8150308409,600112536,5658176,13,,#N/A,#N/A,#N/A,
99,20,44883,VN49,VNT0,Recorded on SAP,8150308409,600112721,5719778,25,,#N/A,#N/A,#N/A,
99,21,44883,VN49,VNT0,Recorded on SAP,8150308409,600111878,2837201D,2,,0.2,1,1,
100,1,44883,VNT0,VN49,Recorded on SAP,8150308432,600015185,3400698,1,,12.922,32,22,
100,2,44883,VNT0,VN49,Recorded on SAP,8150308432,600018168,2864080,1,,0.52,109,44,
100,3,44883,VNT0,VN49,Recorded on SAP,8150308432,600000853,3063022,2,,4.4,25,13,
100,4,44883,VNT0,VN49,Recorded on SAP,8150308432,600001588,3804300,1,,3,72,31,
100,5,44883,VNT0,VN49,Recorded on SAP,8150308432,600031292,60985,1,,0.22,10,10,
100,6,44883,VNT0,VN49,Recorded on SAP,8150308432,600045491,200398,1,,0.2,5,5,
100,7,44883,VNT0,VN49,Recorded on SAP,8150308432,600073390,4327234,1,,0.16,5.7,5.7,
100,8,44883,VNT0,VN49,Recorded on SAP,8150308432,600080232,149274,2,,0.536,11,11,
100,9,44883,VNT0,VN49,Recorded on SAP,8150308432,600080233,149437,8,,1.12,8,8,
100,10,44883,VNT0,VN49,Recorded on SAP,8150308432,600084711,3633972,2,,0.24,14,13,
100,11,44883,VNT0,VN49,Recorded on SAP,8150308432,600085709,3050944,1,,0.03,13,13,
100,12,44883,VNT0,VN49,Recorded on SAP,8150308432,600095545,3631295,3,,1.2,28,29,
100,13,44883,VNT0,VN49,Recorded on SAP,8150308432,600095986,3628931,1,,0.033,19,17,
100,14,44883,VNT0,VN49,Recorded on SAP,8150308432,600096947,3175452,1,,3,10,19,
100,15,44883,VNT0,VN49,Recorded on SAP,8150308432,600104276,207515,1,,0.03,1,1,
100,16,44883,VNT0,VN49,Recorded on SAP,8150308432,600104290,3076132,1,,1.2,24.9,9,
100,17,44883,VNT0,VN49,Recorded on SAP,8150308432,600104290,3076132,15,,18,24.9,9,
100,18,44883,VNT0,VN49,Recorded on SAP,8150308432,600104294,3628750,1,,0.05,6,6,
100,19,44883,VNT0,VN49,Recorded on SAP,8150308432,600104295,3628965,1,,20,18,23,
100,20,44883,VNT0,VN49,Recorded on SAP,8150308432,600104296,3633246,1,,0.204,4,8,
100,21,44883,VNT0,VN49,Recorded on SAP,8150308432,600104297,3634428,2,,4,75,5,
100,22,44883,VNT0,VN49,Recorded on SAP,8150308432,600104298,3634430,2,,1.2,25,26,
100,23,44883,VNT0,VN49,Recorded on SAP,8150308432,600104299,3644379,1,,0.13,22,9,
100,24,44883,VNT0,VN49,Recorded on SAP,8150308432,600104302,4955505RX,2,,76,45,45,
100,25,44883,VNT0,VN49,Recorded on SAP,8150308432,600104311,5413023,1,,0.91,25,25,
100,26,44883,VNT0,VN49,Recorded on SAP,8150308432,600104312,63223,2,,0.4,9,9,
100,27,44883,VNT0,VN49,Recorded on SAP,8150308432,600104347,3417958,1,,24,21,33,
100,28,44883,VNT0,VN49,Recorded on SAP,8150308432,600104441,3039524,1,,0.1,19,6,
101,1,44886,VNT0,VN49,Recorded on SAP,8150308470,600043990,2872254,1,,#N/A,#N/A,#N/A,
102,1,44889,VN49,VNT0,In Progress,8150308829,600095986,3628931,1,,0.033,19,17,
102,2,44889,VN49,VNT0,In Progress,8150308829,600086574,4923187,3,,0.57,15,2,
102,3,44889,VN49,VNT0,In Progress,8150308829,600086577,3328637,1,,0.05,10,2,
102,4,44889,VN49,VNT0,In Progress,8150308829,600105239,5259161,1,,0.058,10,9,
102,5,44889,VN49,VNT0,In Progress,8150308829,600095986,3628931,10,,0.33,19,17,
102,6,44889,VN49,VNT0,In Progress,8150308829,600085709,3050944,1,,0.03,13,13,
102,7,44889,VN49,VNT0,In Progress,8150308829,600095986,3628931,1,,0.033,19,17,
102,8,44889,VN49,VNT0,In Progress,8150308829,600104276,207515,1,,0.03,1,1,
102,9,44889,VN49,VNT0,In Progress,8150308829,600106996,A054J973,1,,2,26,32,
102,10,44889,VN49,VNT0,In Progress,8150308829,600002632,FF105D,10,,4.5,6.91,15.79,
103,1,44890,VN49,VNT0,In Progress,8150308906,600053590,5282841,1,,10,32,32,
104,1,44893,VN49,VNT0,In Progress,8150309065,600002196,4910355,2,,54,91,32,
104,2,44893,VN49,VNT0,In Progress,8150309065,600002176,4089998,3,,6.6,105,35,
104,3,44893,VN49,VNT0,In Progress,8150309065,600003951,3087587,20,,24,23,9,
104,4,44893,VN49,VNT0,In Progress,8150309065,600002176,4089998,2,,4.4,105,35,
104,5,44893,VN49,VNT0,In Progress,8150309065,600109225,5473331,30,,3.9,10,7,
104,6,44893,VN49,VNT0,In Progress,8150309065,600014088,3955393,48,,1.44,2,3,
104,7,44893,VN49,VNT0,In Progress,8150309065,600001405,3800637,12,,2.64,4,4,
104,8,44893,VN49,VNT0,In Progress,8150309065,600092634,4083012,1,,23,102,8,
104,9,44893,VN49,VNT0,In Progress,8150309065,600081179,4034289RX,2,,5.02,16,25,
105,1,44895,VNT0,VN49,In Progress,8150309215,600020051,LF9050,12,,32.16,14,14,
105,2,44895,VNT0,VN49,In Progress,8150309215,600001858,3918174,1,,0.036,30,14,
106,1,44900,VN49,VNT0,In Progress,8150309532,600001112,3288689,2,,0.44,32,9,
106,2,44900,VN49,VNT0,In Progress,8150309532,600001485,3802327,4,,0.8,3.5,3.5,
106,3,44900,VN49,VNT0,In Progress,8150309532,600001498,3802421,4,,0.34,12.7,2.5,
106,4,44900,VN49,VNT0,In Progress,8150309532,600001728,3904409,6,,0.024,5,2,
106,5,44900,VN49,VNT0,In Progress,8150309532,600002165,4089648,2,,2,53,21,
106,6,44900,VN49,VNT0,In Progress,8150309532,600072694,5297641,4,,0.268,6.2,4.1,
106,7,44900,VN49,VNT0,In Progress,8150309532,600018167,2863702,10,,0.05,8,8,
106,8,44900,VN49,VNT0,In Progress,8150309532,600112498,2871314,10,,0.06,18,13,
106,9,44900,VN49,VNT0,In Progress,8150309532,600112531,3047134,1,,0.03,15,10,
106,10,44900,VN49,VNT0,In Progress,8150309532,600015291,3064621,9,,0.144,2,2,
106,11,44900,VN49,VNT0,In Progress,8150309532,600012364,3070393,6,,0.132,4,1,
106,12,44900,VN49,VNT0,In Progress,8150309532,600068983,3076046,1,,0.19,18,4,
106,13,44900,VN49,VNT0,In Progress,8150309532,600085699,3201659,10,,0.01,2,2,
106,14,44900,VN49,VNT0,In Progress,8150309532,600052447,3411845,3,,5.061,26.7,17.8,
106,15,44900,VN49,VNT0,In Progress,8150309532,600112533,3417766,1,,3,58,7,
106,16,44900,VN49,VNT0,In Progress,8150309532,600027574,3804304,1,,0.231,13,13,
106,17,44900,VN49,VNT0,In Progress,8150309532,600046254,3820945,5,,0.05,8,8,
106,18,44900,VN49,VNT0,In Progress,8150309532,600068822,3820946,5,,0.01,5,5,
106,19,44900,VN49,VNT0,In Progress,8150309532,600112534,3882680,1,,0.091,18,18,
106,20,44900,VN49,VNT0,In Progress,8150309532,600001672,3883220,1,,0.402,10,10,
106,21,44900,VN49,VNT0,In Progress,8150309532,600112535,3899757,16,,0.32,10,10,
106,22,44900,VN49,VNT0,In Progress,8150309532,600001830,3913628,8,,0.664,6,6,
106,23,44900,VN49,VNT0,In Progress,8150309532,600080374,3964745,4,,27.84,25,19,
106,24,44900,VN49,VNT0,In Progress,8150309532,600099748,3973333,1,,0.34,84,15,
106,25,44900,VN49,VNT0,In Progress,8150309532,600002127,4070529,1,,0.33,94,35,
106,26,44900,VN49,VNT0,In Progress,8150309532,600089516,4078701,3,,44.1,44,30,
106,27,44900,VN49,VNT0,In Progress,8150309532,600092634,4083012,1,,23,102,8,
106,28,44900,VN49,VNT0,In Progress,8150309532,600084577,4083569,1,,4.477,12,5,
106,29,44900,VN49,VNT0,In Progress,8150309532,600002156,4089478,5,,12.06,100,38,
106,30,44900,VN49,VNT0,In Progress,8150309532,600018199,4089995,1,,0.583,9,9,
106,31,44900,VN49,VNT0,In Progress,8150309532,600112539,4318628,3,,0.102,18,13,
106,32,44900,VN49,VNT0,In Progress,8150309532,600081925,4386525,1,,8.5,66,23,
106,33,44900,VN49,VNT0,In Progress,8150309532,600095869,5367768,4,,64,46,33,
107,1,44901,VN49,VNT0,In Progress,8150309651,600027405,FF5632,2,,1.402,10.5,10.75,
108,1,44903,VN49,VNT0,In Progress,8150309904,600080565,3689567,2,,4.4,109,39,
108,2,44903,VN49,VNT0,In Progress,8150309904,600096066,4376430,25,,187.5,18,18,
108,3,44903,VN49,VNT0,In Progress,8150309904,600014200,4955383,4,,2.32,24,24,
108,4,44903,VN49,VNT0,In Progress,8150309904,600004440,4965569,6,,3.66,24.8,5.1,
108,5,44903,VN49,VNT0,In Progress,8150309904,600066174,4298626,1,,14.16,122,8,
109,1,44903,VN49,VNT0,In Progress,8150309921,600045393,2882120,6,,35.04,17,17,
109,2,44903,VN49,VNT0,In Progress,8150309921,600000662,3021420,1,,0.7,6,6,
110,1,44904,VNT0,VN49,In Progress,8150309974,600003877,3804718,1,,5.92,102,19,
110,2,44904,VNT0,VN49,In Progress,8150309974,600001830,3913628,1,,0.083,6,6,
110,3,44904,VNT0,VN49,In Progress,8150309974,600001821,3912019,3,,12.03,23,18,
110,4,44904,VNT0,VN49,In Progress,8150309974,600087360,FF5461,3,,1.29,5,12,
110,5,44904,VNT0,VN49,In Progress,8150309974,600001348,3627961,5,,0.095,7,7,
110,6,44904,VNT0,VN49,In Progress,8150309974,600002438,AF25708M,1,,3.22,30.99,30.23,
111,1,44904,VN49,VNT0,In Progress,8150309982,600044591,3966244,6,,0.696,8,4,
112,1,44908,VNT0,VN49,In Progress,8150310223,600020051,LF9050,12,,32.16,14,14,
113,1,44908,VN49,VNT0,In Progress,8150310242,600052447,3411845,1,,1.687,26.7,17.8,
114,1,44908,VN49,VNT0,In Progress,8150310243,600001483,3802322,6,,1.2,3.5,3.5,
114,2,44908,VN49,VNT0,In Progress,8150310243,600001779,3906659,10,,0.1,2,2,
114,3,44908,VN49,VNT0,In Progress,8150310243,600001484,3802325,6,,1.2,3.5,3.5,
114,4,44908,VN49,VNT0,In Progress,8150310243,600001779,3906659,10,,0.1,2,2,
114,5,44908,VN49,VNT0,In Progress,8150310243,600074285,5333477,2,,3.38,17,14.5,
114,6,44908,VN49,VNT0,In Progress,8150310243,600075248,2897691,1,,0.08,8,4,
115,1,44916,VN49,VNT0,In Progress,8150310920,600052447,3411845,2,,3.374,26.7,17.8,
116,1,44917,VN49,VNT0,In Progress,8150310946,600092634,4083012,1,,23,102,8,
116,2,44917,VN49,VNT0,In Progress,8150310946,600112530,3044360,6,,0.06,10,10,
116,3,44917,VN49,VNT0,In Progress,8150310946,600001956,3934048,1,,0.61,11,6,
117,1,44917,VN49,VNT0,In Progress,8150310947,600000848,3062322,2,,1.696,21,20,
117,2,44917,VN49,VNT0,In Progress,8150310947,600052447,3411845,1,,1.687,26.7,17.8,
117,3,44917,VN49,VNT0,In Progress,8150310947,600092633,4025159,1,,5,14,14,
118,1,44917,VN49,VNT0,In Progress,8150310948,600112530,3044360,1,,0.01,10,10,
118,2,44917,VN49,VNT0,In Progress,8150310948,600112499,3009330,10,,0.05,10,10,
119,1,44921,VNT0,VN49,In Progress,8150311036,600002669,FF5052,1,,0.41,8,8,
120,1,44921,VN49,VNT0,In Progress,8150311061,600109225,5473331,12,,1.56,10,7,
121,1,44921,VN49,VNT0,In Progress,8150311061,600104753,4090031,1,,35,50,50,
122,1,44921,VN49,VNT0,In Progress,8150311061,600003864,3092114,1,,0.235,13,8,
123,1,44921,VN49,VNT0,In Progress,8150311253,600095204,2882730,1,,113,115,27,
124,1,44925,VN49,VNT0,In Progress,8150311483,600003072,LF747,12,,15.72,12,12,
125,1,44929,VN49,VNT0,In Progress,8150311549,600003072,LF747,78,,102.18,12,12,
125,2,44929,VN49,VNT0,In Progress,8150311549,600002748,FS1251,6,,2.55,8,8,
125,3,44929,VN49,VNT0,In Progress,8150311549,600002750,FS1280,12,,6.96,17,9.5,
125,4,44929,VN49,VNT0,In Progress,8150311549,600003081,LF9009,60,,93.6,12,12,
125,5,44929,VN49,VNT0,In Progress,8150311549,600081260,LF14000NN,18,,30.6,11.5,11.5,
125,6,44929,VN49,VNT0,In Progress,8150311549,600003076,LF777,90,,125.1,12,12,
125,7,44929,VN49,VNT0,In Progress,8150311549,600003099,WF2076,60,,39,9.5,9.5,
125,8,44929,VN49,VNT0,In Progress,8150311549,600017490,FS19732,12,,9.24,18,18,
125,9,44929,VN49,VNT0,In Progress,8150311549,600002566,AF872,6,,39,43,43,
125,10,44929,VN49,VNT0,In Progress,8150311549,600002362,AF1921M,6,,28.38,31.907,31.907,
125,11,44929,VN49,VNT0,In Progress,8150311549,600014546,FF5327,6,,2.022,5.83,12.75,
125,12,44929,VN49,VNT0,In Progress,8150311549,600092994,HF35516,6,,4.854,12.865,17.339,
126,1,44931,VN49,VNT0,In Progress,8150311770,600112930,A054V134,1,,1,11,5,
126,2,44931,VN49,VNT0,In Progress,8150311770,600078932,0541-0809,2,,1.2,21,31,
126,3,44931,VN49,VNT0,In Progress,8150311770,600113065,4010509,1,,1,8,18,
127,1,44932,VN49,VNT0,In Progress,8150311936,600015301,FF5488,2,,1.2,9,9,
127,2,44932,VN49,VNT0,In Progress,8150311936,600007423,0193-0444,1,,0.1,4,4,
127,3,44932,VN49,VNT0,In Progress,8150311936,600045502,0300-4721-16,1,,0.2,8,6,
127,4,44932,VN49,VNT0,In Progress,8150311936,600000403,0193-0529-01,1,,0.07,12,9,
127,5,44932,VN49,VNT0,In Progress,8150311936,600088356,5413001,2,,2.4,26,26,
128,1,44937,VN49,VNT0,In Progress,8150312331,600018205,4954905,1,,0.031,8.3,6,
128,2,44937,VN49,VNT0,In Progress,8150312331,600045702,2892304,2,,8.88,41,14,
128,3,44937,VN49,VNT0,In Progress,8150312331,600033065,2881769,1,,57,40,40,
128,4,44937,VN49,VNT0,In Progress,8150312331,600003811,0326-0230,1,,0.113,10,10,
129,1,44939,VN49,VNT0,In Progress,8150312578,600111896,5473000,72,,576,20,20,
129,2,44939,VN49,VNT0,In Progress,8150312578,600080565,3689567,9,,19.8,109,39,
130,1,44939,VN49,VNT0,In Progress,8150312579,600111895,4298629,20,,345.2,122,8,
131,1,44943,VNT0,VN49,In Progress,8150312715,600020051,LF9050,20,,53.6,14,14,
131,2,44943,VNT0,VN49,In Progress,8150312715,600010766,4939587,3,,6.519,16,8,
131,3,44943,VNT0,VN49,In Progress,8150312715,600000935,3077198,1,,0.1,62,23,
132,1,44944,VN49,VNT0,In Progress,8150312751,600021075,HF28813,4,,0.96,6,6,
132,2,44956,VN49,VNT0,In Progress,8150312751,600002415,AF25468,20,,25.7,22,22,44
132,3,44956,VN49,VNT0,In Progress,8150312751,600002433,AF25627,20,,80,35,35,55
132,4,44956,VN49,VNT0,In Progress,8150312751,600002587,AH1100,7,,31.01,45.877,38.892,41.432
132,5,44956,VN49,VNT0,In Progress,8150312751,600002592,AH1135,30,,300,35,35,69
132,6,44956,VN49,VNT0,In Progress,8150312751,600002729,FS1000,60,,43.8,6.92,15.68,27.94
132,7,44956,VN49,VNT0,In Progress,8150312751,600002735,FS1040,12,,100.44,12,12,30
132,8,44956,VN49,VNT0,In Progress,8150312751,600021075,HF28813,66,,15.84,6,6,23
132,9,44956,VN49,VNT0,In Progress,8150312751,600003586,HF28894,12,,11.16,9.5,9.5,19
132,10,44956,VN49,VNT0,In Progress,8150312751,600002813,HF35255,30,,18.3,12.12,12.46,25.72
132,11,44956,VN49,VNT0,In Progress,8150312751,600027414,HF35381,12,,12.36,11.5,11,25.5
132,12,44956,VN49,VNT0,In Progress,8150312751,600002853,HF6319,105,,249.9,16.667,16.667,48.578
132,13,44956,VN49,VNT0,In Progress,8150312751,600002909,LF3000,6,,9.36,12.08,12.17,31.4
132,14,44956,VN49,VNT0,In Progress,8150312751,600003054,LF667,2,,2.62,11,11,26
132,15,44956,VN49,VNT0,In Progress,8150312751,600003076,LF777,120,,166.8,12,12,25
132,16,44956,VN49,VNT0,In Progress,8150312751,600003098,WF2075,120,,70.8,6.96,15.79,16.51
132,17,44956,VN49,VNT0,In Progress,8150312751,600003099,WF2076,120,,78,9.5,9.5,14
132,18,44956,VN49,VNT0,In Progress,8150312751,600003102,WF2126,6,,4.08,9.5,9.5,15
132,19,44956,VN49,VNT0,In Progress,8150312751,600002579,AF928M,12,,35.28,37,37,45.5
132,20,44956,VN49,VNT0,In Progress,8150312751,600002362,AF1921M,4,,18.92,31.907,31.907,63.34
132,21,44956,VN49,VNT0,In Progress,8150312751,600002534,AF4819,1,,1.444,19.685,19.685,48.26
132,22,44956,VN49,VNT0,In Progress,8150312751,600003054,LF667,2,,2.62,11,11,26
132,23,44956,VN49,VNT0,In Progress,8150312751,600002819,HF6097,6,,21.96,10,10,24
132,24,44956,VN49,VNT0,In Progress,8150312751,600092994,HF35516,6,,4.854,12.865,17.339,8.39
133,1,44957,VN49,VNT0,In Progress,8150312888,600080027,A026K278,1,,0.28,9,8,8
133,2,44957,VN49,VNT0,In Progress,8150312888,600016616,0122-0910,1,,0.375,9,9,15
133,3,44957,VN49,VNT0,In Progress,8150312888,600044725,0327-1520-02,1,,1.96,36,36,10
133,4,44957,VN49,VNT0,In Progress,8150312888,600086104,5362274,2,,2,14,13,16
133,5,44957,VN49,VNT0,In Progress,8150312888,600074291,LF516,12,,7.68,9.23,21.03,27.46
133,6,44957,VN49,VNT0,In Progress,8150312888,600015185,3400698,1,,12.922,32,22,28
133,7,44957,VN49,VNT0,In Progress,8150312888,600067800,5265994,2,,16,38,29,21
133,8,44957,VN49,VNT0,In Progress,8150312888,600002438,AF25708M,2,,6.44,30.99,30.23,59.69
134,1,44957,VNT0,VN49,In Progress,8150312895,600010766,4939587,3,,6.519,16,8,4
134,2,44957,VNT0,VN49,In Progress,8150312895,600010664,4025310,1,,10.34,33,23,38
135,1,44958,VN49,VNT0,In Progress,8150312979,600111895,4298629,2,,34.52,122,8,8
135,2,44958,VN49,VNT0,In Progress,8150312979,600074392,4299098,3,,6.54,118,38,1
135,3,44958,VN49,VNT0,In Progress,8150312979,600096066,4376430,19,,142.5,18,18,33
135,4,44958,VN49,VNT0,In Progress,8150312979,600096067,5405717,24,,3.6,17,17,3
135,5,44958,VN49,VNT0,In Progress,8150312979,600092681,5406110,4,,14,18,16,17
136,1,44964,VN49,VNT0,In Progress,8150313439,600002327,AF1735K,2,,3.568,24.5,24.5,47.5
136,2,44964,VN49,VNT0,In Progress,8150313439,600002438,AF25708M,2,,6.44,30.99,30.23,59.69
136,3,44964,VN49,VNT0,In Progress,8150313439,600003085,LF9325,16,,27.472,29,12.5,12.5
136,4,44964,VN49,VNT0,In Progress,8150313439,600067800,5265994,6,,48,38,29,21
136,5,44964,VN49,VNT0,In Progress,8150313439,600084458,4078321,1,,17.34,50,22,28
