Material,Material Description,Material type,Plant,Storage location,Material Group,DF stor. loc. level,Base Unit of Measure,Unrestricted,Currency,Value Unrestricted,Transit and Transfer,Val. in Trans./Tfr,Quality Inspection,Value in QualInsp.,Restricted-Use Stock,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
600003004,LF3664-Lube filter,ZSP,VN49,1100,7075,,PC,6,VND,"1,073,374",0,0,0,0,0,0,0,0,0,0
600003004,LF3664-Lube filter,ZSP,VNT0,1100,7075,,PC,6,VND,"1,104,329",0,0,0,0,0,0,0,0,0,0
600003004,LF3664-Lube filter,ZSP,VNT0,1100,7075,,PC,6,VND,"1,104,329",0,0,0,0,0,0,0,0,0,0
600003018,LF3806-Lubefilter,ZSP,VNT0,1100,7075,,PC,8,VND,"1,361,691",0,0,0,0,0,0,0,0,0,0
600003018,LF3806-Lubefilter,ZSP,VNT0,1100,7075,,PC,12,VND,"2,042,536",0,0,0,0,0,0,0,0,0,0
600003030,LF3894-Lube filter,ZSP,VN49,1100,7075,,PC,11,VND,"1,769,835",0,0,0,0,0,0,0,0,0,0
600003032,LF3959-Lube filter,ZSP,VN49,1100,7075,,PC,2,VND,"235,849",0,0,0,0,0,0,0,0,0,0
600003032,LF3959-Lube filter,ZSP,VNT0,1100,7075,,PC,2,VND,"230,927",0,0,0,0,0,0,0,0,0,0
600003033,LF3970-Lube filter,ZSP,VN49,1100,7075,,PC,5,VND,"933,769",0,0,0,0,0,0,0,0,0,0
600003033,LF3970-Lube filter,ZSP,VN49,1100,7075,,PC,12,VND,"2,241,046",0,0,0,0,0,0,0,0,0,0
600003033,LF3970-Lube filter,ZSP,VN49,1100,7075,,PC,36,VND,"6,723,137",0,0,0,0,0,0,0,0,0,0
600003033,LF3970-Lube filter,ZSP,VNT0,1100,7075,,PC,31,VND,"5,781,899",0,0,0,0,0,0,0,0,0,0
600003033,LF3970-Lube filter,ZSP,VNT0,1100,7075,,PC,19,VND,"3,543,745",0,0,0,0,0,0,0,0,0,0
600003054,LF667-Lube filter,ZSP,VNT0,1100,7075,,PC,2,VND,"225,630",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,21,VND,"2,943,385",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,382,VND,"53,541,571",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,750,VND,"105,120,885",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,"1,200",VND,"168,193,416",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,102,VND,"14,296,440",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,102,VND,"14,296,440",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,84,VND,"11,773,539",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VN49,1100,7075,,PC,12,VND,"1,681,934",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VNT0,1100,7075,,PC,16,VND,"2,242,056",0,0,0,0,0,0,0,0,0,0
600003055,LF670-Lube filter,ZSP,VNT0,1100,7075,,PC,8,VND,"1,121,028",0,0,0,0,0,0,0,0,0,0
600003062,LF691A-Lube filter,ZSP,VNT0,1100,7075,,PC,9,VND,"2,478,237",0,0,0,0,0,0,0,0,0,0
600003062,LF691A-Lube filter,ZSP,VNT0,1100,7075,,PC,12,VND,"3,304,317",0,0,0,0,0,0,0,0,0,0
600003066,LF701-Lube filter,ZSP,VN49,1100,7075,,PC,11,VND,"1,400,200",0,0,0,0,0,0,0,0,0,0
600003072,LF747-Lube filter,ZSP,VN49,1100,7075,,PC,30,VND,"6,543,945",0,0,0,0,0,0,0,0,0,0
600003072,LF747-Lube filter,ZSP,VNT0,1100,7075,,PC,6,VND,"1,308,789",0,0,0,0,0,0,0,0,0,0
600003076,LF777-Lube filter,ZSP,VN49,1100,7075,,PC,29,VND,"4,120,956",0,0,0,0,0,0,0,0,0,0
600003076,LF777-Lube filter,ZSP,VN49,1100,7075,,PC,120,VND,"17,052,234",0,0,0,0,0,0,0,0,0,0
600003076,LF777-Lube filter,ZSP,VN49,1100,7075,,PC,12,VND,"1,705,223",0,0,0,0,0,0,0,0,0,0
600003076,LF777-Lube filter,ZSP,VNT0,1100,7075,,PC,86,VND,"12,202,975",0,0,0,0,0,0,0,0,0,0
600003076,LF777-Lube filter,ZSP,VNT0,1100,7075,,PC,2,VND,"283,790",0,0,0,0,0,0,0,0,0,0
600003076,LF777-Lube filter,ZSP,VNT0,1100,7075,,PC,8,VND,"1,135,160",0,0,0,0,0,0,0,0,0,0
600003076,LF777-Lube filter,ZSP,VNT0,1100,7075,,PC,109,VND,"15,466,562",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VN49,1100,7075,,PC,21,VND,"13,610,713",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VN49,1100,7075,,PC,18,VND,"11,666,326",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VN49,1100,7075,,PC,30,VND,"19,443,876",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VN49,1100,7075,,PC,6,VND,"3,888,775",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VN49,1100,7075,,PC,18,VND,"11,666,326",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VN49,1100,7075,,PC,60,VND,"38,887,753",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VNT0,1100,7075,,PC,1,VND,"637,172",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VNT0,1100,7075,,PC,22,VND,"14,017,779",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VNT0,1100,7075,,PC,10,VND,"6,371,718",0,0,0,0,0,0,0,0,0,0
600003081,LF9009-Lube filter,ZSP,VNT0,1100,7075,,PC,60,VND,"38,230,307",0,0,0,0,0,0,0,0,0,0
600003083,LF9018-Lube filter,ZSP,VNT0,1100,7075,,PC,255,VND,"134,829,994",0,0,0,0,0,0,0,0,0,0
600003083,LF9018-Lube filter,ZSP,VNT0,1100,7075,,PC,420,VND,"222,072,931",0,0,0,0,0,0,0,0,0,0
600003085,LF9325-Lubefilter,ZSP,VN49,1100,7075,,PC,2,VND,"1,158,988",0,0,0,0,0,0,0,0,0,0
600003085,LF9325-Lubefilter,ZSP,VNT0,,7075,,PC,0,VND,0,16,"9,271,905",0,0,0,0,0,0,0,0
600003092,WF2071-WATER FILTER,ZSP,VN49,1100,7075,,PC,1,VND,"160,516",0,0,0,0,0,0,0,0,0,0
600003096,WF2073-Water filter,ZSP,VN49,1100,7075,,PC,1,VND,"224,464",0,0,0,0,0,0,0,0,0,0
600003096,WF2073-Water filter,ZSP,VN49,1100,7075,,PC,24,VND,"5,387,127",0,0,0,0,0,0,0,0,0,0
600003096,WF2073-Water filter,ZSP,VN49,1100,7075,,PC,60,VND,"13,467,818",0,0,0,0,0,0,0,0,0,0
600003096,WF2073-Water filter,ZSP,VNT0,1100,7075,,PC,8,VND,"2,142,804",0,0,0,0,0,0,0,0,0,0
600003097,WF2074-Water filter,ZSP,VN49,1100,7075,,PC,28,VND,"7,846,162",0,0,0,0,0,0,0,0,0,0
600003097,WF2074-Water filter,ZSP,VN49,1100,7075,,PC,12,VND,"3,362,641",0,0,0,0,0,0,0,0,0,0
600003097,WF2074-Water filter,ZSP,VN49,1100,7075,,PC,12,VND,"3,362,641",0,0,0,0,0,0,0,0,0,0
600003097,WF2074-Water filter,ZSP,VNT0,1100,7075,,PC,21,VND,"5,764,978",0,0,0,0,0,0,0,0,0,0
600003098,WF2075-Water filter,ZSP,VN49,1100,7075,,PC,102,VND,"23,059,695",0,0,0,0,0,0,0,0,0,0
600003098,WF2075-Water filter,ZSP,VNT0,1100,7075,,PC,13,VND,"2,922,587",0,0,0,0,0,0,0,0,0,0
600003098,WF2075-Water filter,ZSP,VNT0,1100,7075,,PC,24,VND,"5,395,546",0,0,0,0,0,0,0,0,0,0
600003098,WF2075-Water filter,ZSP,VNT0,1100,7075,,PC,45,VND,"10,116,648",0,0,0,0,0,0,0,0,0,0
600003098,WF2075-Water filter,ZSP,VNT0,1100,7075,,PC,120,VND,"26,977,728",0,0,0,0,0,0,0,0,0,0
600003099,WF2076-Water Filter,ZSP,VN49,1100,7075,,PC,75,VND,"20,852,701",0,0,0,0,0,0,0,0,0,0
600003099,WF2076-Water Filter,ZSP,VN49,1100,7075,,PC,12,VND,"3,336,432",0,0,0,0,0,0,0,0,0,0
600003099,WF2076-Water Filter,ZSP,VNT0,1100,7075,,PC,2,VND,"548,935",0,0,0,0,0,0,0,0,0,0
600003099,WF2076-Water Filter,ZSP,VNT0,1100,7075,,PC,60,VND,"16,468,045",0,0,0,0,0,0,0,0,0,0
600003099,WF2076-Water Filter,ZSP,VNT0,1100,7075,,PC,44,VND,"12,076,566",0,0,0,0,0,0,0,0,0,0
600003099,WF2076-Water Filter,ZSP,VNT0,1100,7075,,PC,36,VND,"9,880,827",0,0,0,0,0,0,0,0,0,0
600003099,WF2076-Water Filter,ZSP,VNT0,1100,7075,,PC,40,VND,"10,978,696",0,0,0,0,0,0,0,0,0,0
600003102,WF2126-Water Filter,ZSP,VN49,1100,7075,,PC,1,VND,"641,834",0,0,0,0,0,0,0,0,0,0
600003102,WF2126-Water Filter,ZSP,VN49,1100,7075,,PC,6,VND,"3,851,003",0,0,0,0,0,0,0,0,0,0
600003102,WF2126-Water Filter,ZSP,VN49,1100,7075,,PC,12,VND,"7,702,005",0,0,0,0,0,0,0,0,0,0
600003102,WF2126-Water Filter,ZSP,VN49,1100,7075,,PC,12,VND,"7,702,005",0,0,0,0,0,0,0,0,0,0
600003102,WF2126-Water Filter,ZSP,VN49,9300,7075,,PC,0,VND,0,0,0,0,0,0,0,1,"641,834",0,0
600003102,WF2126-Water Filter,ZSP,VNT0,1100,7075,,PC,16,VND,"9,659,915",0,0,0,0,0,0,0,0,0,0
600003561,"3054841 - Gasket, Valve Cover",ZSP,VN49,1100,7063,,PC,12,VND,"1,142,069",0,0,0,0,0,0,0,0,0,0
600003569,"3065790-Gasket, Lub Oil CLR HSG",ZSP,VNT0,1100,7063,,PC,1,VND,"341,930",0,0,0,0,0,0,0,0,0,0
600003586,HF28894-HYDRAULIC FILTER,ZSP,VNT0,1100,7075,,PC,6,VND,"7,895,887",0,0,0,0,0,0,0,0,0,0
600003586,HF28894-HYDRAULIC FILTER,ZSP,VNT0,1100,7075,,PC,12,VND,"15,791,774",0,0,0,0,0,0,0,0,0,0
600003590,AF4553M-Air filter,ZSP,VN49,1100,7075,,PC,1,VND,"1,764,243",0,0,0,0,0,0,0,0,0,0
600003590,AF4553M-Air filter,ZSP,VNT0,1100,7075,,PC,4,VND,"7,056,974",0,0,0,0,0,0,0,0,0,0
600003776,"3085185 - SENSOR , TEMPERATURE",ZSP,VN49,1100,7063,,PC,1,VND,"560,489",0,0,0,0,0,0,0,0,0,0
600003797,3929042 - CAMSHAFT 6B,ZSP,VN49,1100,7063,,PC,3,VND,"23,043,488",0,0,0,0,0,0,0,0,0,0
600003803,3970951 - BUSHING,ZSP,VN49,1100,7063,,PC,10,VND,"5,628,323",0,0,0,0,0,0,0,0,0,0
600003803,3970951 - BUSHING,ZSP,VN49,1100,7063,,PC,8,VND,"4,502,658",0,0,0,0,0,0,0,0,0,0
600003864,3092114 - THERMOSTAT,ZSP,VN49,1100,7063,,PC,1,VND,"1,705,055",0,0,0,0,0,0,0,0,0,0
600003864,3092114 - THERMOSTAT,ZSP,VNT0,1100,7063,,PC,2,VND,"3,410,111",0,0,0,0,0,0,0,0,0,0
600003872,"""3099190 - SEAL , OIL""",ZSP,VNT0,1100,7063,,PC,1,VND,"1,263,178",0,0,0,0,0,0,0,0,0,0
600003872,"""3099190 - SEAL , OIL""",ZSP,VNT0,1100,7063,,PC,1,VND,"1,263,178",0,0,0,0,0,0,0,0,0,0
600003877,"3804718 - SET , UPPER ENGINE GA",ZSP,VN49,1100,7063,,PC,1,VND,"33,553,919",0,0,0,0,0,0,0,0,0,0
600003880,"3804938 - SET , LOWER ENGINE GA",ZSP,VN49,1100,7063,,PC,1,VND,"24,228,710",0,0,0,0,0,0,0,0,0,0
600003881,"4025322 - BEARING , CON ROD (ST",ZSP,VN49,1100,7063,,PC,2,VND,"5,236,294",0,0,0,0,0,0,0,0,0,0
600003881,"4025322 - BEARING , CON ROD (ST",ZSP,VNT0,1100,7063,,PC,1,VND,"2,618,147",0,0,0,0,0,0,0,0,0,0
600003912,"3092855 - GASKET , OIL PAN",ZSP,VNT0,1100,7063,,PC,1,VND,"682,838",0,0,0,0,0,0,0,0,0,0
600003913,327-1418-PCB Assy Genset,ZSP,VN49,1100,7063,,PC,1,VND,"46,711,781",0,0,0,0,0,0,0,0,0,0
600003913,327-1418-PCB Assy Genset,ZSP,VN49,1100,7063,,PC,2,VND,"93,423,561",0,0,0,0,0,0,0,0,0,0
600003951,3087587 - INJECTOR,ZSP,VN49,,7063,,PC,0,VND,0,6,"29,372,763",0,0,0,0,0,0,0,0
600003951,3087587 - INJECTOR,ZSP,VNT0,1100,7063,,PC,2,VND,"9,790,921",0,0,0,0,0,0,0,0,0,0
600003951,3087587 - INJECTOR,ZSP,VNT0,1100,7063,,PC,38,VND,"186,027,501",0,0,0,0,0,0,0,0,0,0
600003951,3087587 - INJECTOR,ZSP,VNT0,1100,7063,,PC,2,VND,"9,790,921",0,0,0,0,0,0,0,0,0,0
600003958,"300-4083 - PCB ASSY-ENG , INT FC",ZSP,VN49,1100,7063,,PC,1,VND,"18,781,018",0,0,0,0,0,0,0,0,0,0
600004053,"3053479 - LEVER , ROCKER",ZSP,VN49,1100,7063,,PC,12,VND,"19,774,973",0,0,0,0,0,0,0,0,0,0
600004209,"3013330 - PIN , CAM FOLLOWR ROLLER",ZSP,VN49,1100,7063,,PC,120,VND,"14,924,488",0,0,0,0,0,0,0,0,0,0
600004210,"""3013331 - PIN , CAM FOLLOWR ROLLER""",ZSP,VN49,1100,7063,,PC,120,VND,"14,924,488",0,0,0,0,0,0,0,0,0,0
600004244,"3408560 - SENSOR , PRESSURE",ZSP,VN49,1100,7063,,PC,4,VND,"19,937,135",0,0,0,0,0,0,0,0,0,0
600004244,"3408560 - SENSOR , PRESSURE",ZSP,VNT0,1100,7063,,PC,1,VND,"4,989,463",0,0,0,0,0,0,0,0,0,0
600004249,"3923261 - SEAL , INJECTOR",ZSP,VNT0,1100,7063,,PC,10,VND,"1,041,895",0,0,0,0,0,0,0,0,0,0
600004263,"""3052906-GASKET, THERMOSTAT""",ZSP,VN49,1100,7063,,PC,3,VND,"1,307,509",0,0,0,0,0,0,0,0,0,0
600004306,327-1376-02- PCB ASSY,ZSP,VN49,1100,7063,,PC,1,VND,"36,475,816",0,0,0,0,0,0,0,0,0,0
600004306,327-1376-02- PCB ASSY,ZSP,VN49,1100,7063,,PC,1,VND,"36,475,816",0,0,0,0,0,0,0,0,0,0
600004319,"3942915 - GASKET , FILTER HEAD",ZSP,VN49,1100,7063,,PC,1,VND,"282,060",0,0,0,0,0,0,0,0,0,0
600004343,"3944293-GASKET, BEAR HOUSING",ZSP,VN49,1100,7063,,PC,1,VND,"1,392,949",0,0,0,0,0,0,0,0,0,0
600004380,"4068689 - SEAL , O RING",ZSP,VNT0,1100,7063,,PC,2,VND,"1,510,822",0,0,0,0,0,0,0,0,0,0
600004395,"3865312 - SENSOR , TEMPERATURE",ZSP,VNT0,1100,7063,,PC,1,VND,"498,361",0,0,0,0,0,0,0,0,0,0
600004417,3347939-SEAL O RING,ZSP,VN49,1100,7063,,PC,11,VND,"595,633",0,0,0,0,0,0,0,0,0,0
600004432,"4026657-GUIDE, VALVE STEM",ZSP,VN49,1100,7063,,PC,72,VND,"29,289,775",0,0,0,0,0,0,0,0,0,0
600004438,"4101454-VALVE, EXHAUST",ZSP,VN49,1100,7063,,PC,36,VND,"39,401,798",0,0,0,0,0,0,0,0,0,0
600004440,"4965569-KIT, SEAL",ZSP,VNT0,1100,7063,,PC,3,VND,"2,745,429",0,0,0,0,0,0,0,0,0,0
600004440,"4965569-KIT, SEAL",ZSP,VNT0,1100,7063,,PC,19,VND,"17,387,714",0,0,0,0,0,0,0,0,0,0
600004440,"4965569-KIT, SEAL",ZSP,VNT0,1100,7063,,PC,6,VND,"5,490,857",0,0,0,0,0,0,0,0,0,0
600007423,193-0444 - SENDER OIL PRESSURE,ZSP,VN49,1100,7063,,PC,1,VND,"1,532,860",0,0,0,0,0,0,0,0,0,0
600007423,193-0444 - SENDER OIL PRESSURE,ZSP,VNT0,1100,7063,,PC,1,VND,"2,268,509",0,0,0,0,0,0,0,0,0,0
600007423,193-0444 - SENDER OIL PRESSURE,ZSP,VNT0,1100,7063,,PC,0,VND,0,0,0,1,"2,268,509",0,0,0,0,0,0
600007429,327-1536 - PCB ASSY,ZSP,VN49,1100,7063,,PC,1,VND,"12,799,848",0,0,0,0,0,0,0,0,0,0
600007451,332-3024-14 - CLAMP-LOOP,ZSP,VN49,1100,7063,,PC,2,VND,"124,068",0,0,0,0,0,0,0,0,0,0
600007488,FF42000-FUEL FILTER,ZSP,VN49,1100,7075,,PC,24,VND,"2,574,516",0,0,0,0,0,0,0,0,0,0
600007488,FF42000-FUEL FILTER,ZSP,VN49,1100,7075,,PC,12,VND,"1,287,258",0,0,0,0,0,0,0,0,0,0
600007488,FF42000-FUEL FILTER,ZSP,VNT0,1100,7075,,PC,7,VND,"764,151",0,0,0,0,0,0,0,0,0,0
600007488,FF42000-FUEL FILTER,ZSP,VNT0,1100,7075,,PC,11,VND,"1,200,809",0,0,0,0,0,0,0,0,0,0
600009299,FF178-FUEL FILTER,ZSP,VN49,1100,7075,,PC,18,VND,"4,801,094",0,0,0,0,0,0,0,0,0,0
600009310,FS20000-FUEL WTR SEP,ZSP,VN49,1100,7075,,PC,25,VND,"19,307,299",0,0,0,0,0,0,0,0,0,0
600009310,FS20000-FUEL WTR SEP,ZSP,VN49,1100,7075,,PC,12,VND,"9,267,503",0,0,0,0,0,0,0,0,0,0
600009310,FS20000-FUEL WTR SEP,ZSP,VN49,1100,7075,,PC,12,VND,"9,267,503",0,0,0,0,0,0,0,0,0,0
600009310,FS20000-FUEL WTR SEP,ZSP,VNT0,1100,7075,,PC,37,VND,"28,496,995",0,0,0,0,0,0,0,0,0,0
600009316,"3094178 - SEAL , O RING",ZSP,VN49,1100,7063,,PC,4,VND,"687,201",0,0,0,0,0,0,0,0,0,0
600009324,327-1507 - PCB ASSY,ZSP,VN49,1100,7063,,PC,2,VND,"15,499,173",0,0,0,0,0,0,0,0,0,0
600009520,"4955372 - SEAL , OIL",ZSP,VN49,1100,7063,,PC,10,VND,"13,443,502",0,0,0,0,0,0,0,0,0,0
600009540,"3088298 - RING, LINER SEAL",ZSP,VNT0,1100,7063,,PC,6,VND,"1,130,255",0,0,0,0,0,0,0,0,0,0
600009986,193-0432 - SENDER - TEMP,ZSP,VNT0,1100,7063,,PC,1,VND,"867,771",0,0,0,0,0,0,0,0,0,0
600009988,"3104445 - INSERT, VALVE ISX/QSX",ZSP,VN49,1100,7063,,PC,36,VND,"12,780,146",0,0,0,0,0,0,0,0,0,0
600010017,"4955590 - SET, LOWER ENGINE GASKET",ZSP,VN49,1100,7063,,PC,1,VND,"7,836,828",0,0,0,0,0,0,0,0,0,0
600010017,"4955590 - SET, LOWER ENGINE GASKET",ZSP,VN49,1100,7063,,PC,1,VND,"7,836,828",0,0,0,0,0,0,0,0,0,0
600010017,"4955590 - SET, LOWER ENGINE GASKET",ZSP,VN49,1100,7063,,PC,1,VND,"7,836,828",0,0,0,0,0,0,0,0,0,0
600010317,FF5317 - FUEL FILTER,ZSP,VNT0,1100,7075,,PC,6,VND,"2,056,705",0,0,0,0,0,0,0,0,0,0
600010317,FF5317 - FUEL FILTER,ZSP,VNT0,1100,7075,,PC,18,VND,"6,170,115",0,0,0,0,0,0,0,0,0,0
600010416,FS19709 - FULWTRSEP,ZSP,VNT0,1100,7075,,PC,1,VND,"253,291",0,0,0,0,0,0,0,0,0,0
600010518,"3092543 - SEAL, INJECTOR",ZSP,VN49,1100,7063,,PC,4,VND,"423,308",0,0,0,0,0,0,0,0,0,0
600010565,"4955239 - VALVE , INTAKE",ZSP,VN49,1100,7063,,PC,12,VND,"9,762,588",0,0,0,0,0,0,0,0,0,0
600010565,"4955239 - VALVE , INTAKE",ZSP,VNT0,1100,7063,,PC,6,VND,"4,813,462",0,0,0,0,0,0,0,0,0,0
600010565,"4955239 - VALVE , INTAKE",ZSP,VNT0,1100,7063,,PC,4,VND,"3,208,975",0,0,0,0,0,0,0,0,0,0
600010565,"4955239 - VALVE , INTAKE",ZSP,VNT0,1100,7063,,PC,24,VND,"19,253,849",0,0,0,0,0,0,0,0,0,0
600010565,"4955239 - VALVE , INTAKE",ZSP,VNT0,1100,7063,,PC,4,VND,"3,208,975",0,0,0,0,0,0,0,0,0,0
600010565,"4955239 - VALVE , INTAKE",ZSP,VNT0,1100,7063,,PC,4,VND,"3,208,975",0,0,0,0,0,0,0,0,0,0
600010588,"3937142 - INJECTOR , SEAL",ZSP,VN49,1100,7063,,PC,6,VND,"209,221",0,0,0,0,0,0,0,0,0,0
600010622,4068308- CORE COOLER,ZSP,VNT0,1100,7063,,PC,1,VND,"15,225,181",0,0,0,0,0,0,0,0,0,0
600010662,"3086192 - INSERT, VALVE",ZSP,VN49,1100,7063,,PC,42,VND,"8,999,374",0,0,0,0,0,0,0,0,0,0
600010662,"3086192 - INSERT, VALVE",ZSP,VN49,1100,7063,,PC,240,VND,"51,424,993",0,0,0,0,0,0,0,0,0,0
600010662,"3086192 - INSERT, VALVE",ZSP,VN49,1100,7063,,PC,6,VND,"1,285,625",0,0,0,0,0,0,0,0,0,0
600010664,4025310 - PUMP WATER,ZSP,VN49,1100,7063,,PC,1,VND,"8,886,994",0,0,0,0,0,0,0,0,0,0
600010664,4025310 - PUMP WATER,ZSP,VNT0,1100,7063,,PC,1,VND,"8,886,993",0,0,0,0,0,0,0,0,0,0
600010758,AF26173 - AIR FILTER,ZSP,VNT0,1100,7075,,PC,1,VND,"1,331,465",0,0,0,0,0,0,0,0,0,0
600010766,4939587 - PUMP LUBRICATING OIL,ZSP,VN49,1100,7063,,PC,1,VND,"1,841,313",0,0,0,0,0,0,0,0,0,0
600010766,4939587 - PUMP LUBRICATING OIL,ZSP,VN49,1100,7063,,PC,3,VND,"5,523,939",0,0,0,0,0,0,0,0,0,0
600010766,4939587 - PUMP LUBRICATING OIL,ZSP,VN49,1100,7063,,PC,2,VND,"3,682,626",0,0,0,0,0,0,0,0,0,0
600010766,4939587 - PUMP LUBRICATING OIL,ZSP,VN49,1100,7063,,PC,1,VND,"1,841,313",0,0,0,0,0,0,0,0,0,0
600010766,4939587 - PUMP LUBRICATING OIL,ZSP,VN49,1100,7063,,PC,1,VND,"1,841,313",0,0,0,0,0,0,0,0,0,0
600010766,4939587 - PUMP LUBRICATING OIL,ZSP,VN49,1100,7063,,PC,3,VND,"5,523,939",0,0,0,0,0,0,0,0,0,0
600010786,210118 - BELT V,ZSP,VNT0,1100,7063,,PC,3,VND,"2,537,634",0,0,0,0,0,0,0,0,0,0
600010788,300-4721-12 - EPROM KIT-PCC,ZSP,VN49,1100,7063,,PC,1,VND,"2,409,503",0,0,0,0,0,0,0,0,0,0
600010788,300-4721-12 - EPROM KIT-PCC,ZSP,VN49,1100,7063,,PC,1,VND,"2,409,503",0,0,0,0,0,0,0,0,0,0
600012193,3093099 - GASKET LUB OIL,ZSP,VNT0,1100,7063,,PC,2,VND,"627,591",0,0,0,0,0,0,0,0,0,0
600012201,3094539 - SEAL O RING,ZSP,VN49,1100,7063,,PC,2,VND,"193,412",0,0,0,0,0,0,0,0,0,0
600012201,3094539 - SEAL O RING,ZSP,VNT0,1100,7063,,PC,2,VND,"194,151",0,0,0,0,0,0,0,0,0,0
600012205,3935432 - SOLENOID FUEL PUMP,ZSP,VN49,1100,7063,,PC,1,VND,"5,645,843",0,0,0,0,0,0,0,0,0,0
600012207,4955665 - KIT SEAL,ZSP,VNT0,1100,7063,,PC,1,VND,"1,043,675",0,0,0,0,0,0,0,0,0,0
600012289,FS20102 - FULWTRSEP FILTER,ZSP,VN49,1100,7075,,PC,2,VND,"262,852",0,0,0,0,0,0,0,0,0,0
600012364,"""3070393 - SCREW, HEX FLANGE HEAD""",ZSP,VNT0,1100,7063,,PC,5,VND,"1,960,275",0,0,0,0,0,0,0,0,0,0
600014085,"3802924 -KIT, VALVE INTAKE",ZSP,VN49,1100,7063,,PC,12,VND,"3,435,860",0,0,0,0,0,0,0,0,0,0
600014085,"3802924 -KIT, VALVE INTAKE",ZSP,VN49,1100,7063,,PC,12,VND,"3,435,860",0,0,0,0,0,0,0,0,0,0
600014086,"3802967 -KIT, VALVE EXHAUST",ZSP,VN49,1100,7063,,PC,12,VND,"2,973,690",0,0,0,0,0,0,0,0,0,0
600014086,"3802967 -KIT, VALVE EXHAUST",ZSP,VN49,1100,7063,,PC,12,VND,"2,973,690",0,0,0,0,0,0,0,0,0,0
600014088,3955393 -SEAL VALVE STEM IN.,ZSP,VNT0,1100,7063,,PC,24,VND,"1,229,470",0,0,0,0,0,0,0,0,0,0
600014088,3955393 -SEAL VALVE STEM IN.,ZSP,VNT0,1100,7063,,PC,24,VND,"1,229,470",0,0,0,0,0,0,0,0,0,0
600014125,"3417717 -SLEEVE, INJECTOR",ZSP,VN49,1100,7063,,PC,6,VND,"1,953,099",0,0,0,0,0,0,0,0,0,0
600014139,FF5580 - FUELFILTER,ZSP,VN49,1100,7075,,PC,2,VND,"438,537",0,0,0,0,0,0,0,0,0,0
600014139,FF5580 - FUELFILTER,ZSP,VN49,1100,7075,,PC,12,VND,"2,631,219",0,0,0,0,0,0,0,0,0,0
600014139,FF5580 - FUELFILTER,ZSP,VNT0,1100,7075,,PC,10,VND,"2,127,559",0,0,0,0,0,0,0,0,0,0
600014175,"3408345 -SENSOR, TEMPERATURE",ZSP,VN49,1100,7063,,PC,2,VND,"1,259,997",0,0,0,0,0,0,0,0,0,0
600014175,"3408345 -SENSOR, TEMPERATURE",ZSP,VN49,1100,7063,,PC,2,VND,"1,259,997",0,0,0,0,0,0,0,0,0,0
600014200,4955383 -KIT SEAL,ZSP,VNT0,1100,7063,,PC,3,VND,"2,163,853",0,0,0,0,0,0,0,0,0,0
600014200,4955383 -KIT SEAL,ZSP,VNT0,1100,7063,,PC,4,VND,"2,885,137",0,0,0,0,0,0,0,0,0,0
600014308,"""3635074 - CORE, COOLER""",ZSP,VN49,1100,7063,,PC,1,VND,"5,440,577",0,0,0,0,0,0,0,0,0,0
600014512,327-1617-01 - PCB ASSY,ZSP,VN49,1100,7063,,PC,1,VND,"20,253,916",0,0,0,0,0,0,0,0,0,0
600014512,327-1617-01 - PCB ASSY,ZSP,VN49,1100,7063,,PC,1,VND,"20,253,916",0,0,0,0,0,0,0,0,0,0
600014515,"3937690RX- PUMP, INJECTION VP44",ZSP,VN49,1100,7063,,PC,1,VND,"34,554,892",0,0,0,0,0,0,0,0,0,0
600014546,FF5327- FUEL FILTER,ZSP,VN49,1100,7075,,PC,6,VND,"1,141,967",0,0,0,0,0,0,0,0,0,0
